S No,State_Code,State,District_Key,Cowin Key,District,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022
342,MP,Madhya Pradesh,MP_Dindori,Dindori,Dindori,1333667,3389,31,581562,599001,153104,586068,594343,152,208887,1063878,1333667,0,0,581562,599001,153104,586068,594343,152,208887,1063878,1333668,300,2,581562,599001,153105,586068,594343,152,208887,1063879,1334804,2740,28,581563,599002,154239,586070,594343,152,209032,1064870,1335169,1930,14,581581,599003,154585,586083,594349,152,209075,1065192,1335339,0,0,581581,599003,154755,586083,594349,152,209115,1065322,1336123,2550,18,581581,599006,155536,586085,594350,152,209184,1066037,1336405,1440,8,581582,599006,155817,586086,594350,152,209203,1066300,1336405,0,0,581582,599006,155817,586086,594350,152,209203,1066300,1336799,3770,25,581583,599007,156209,586088,594350,152,209253,1066644,1337144,1210,10,581585,599008,156551,586091,594350,152,209353,1066889,1337145,200,1,581585,599008,156552,586091,594350,152,209354,1066889,1337555,1650,10,581585,599008,156962,586091,594350,152,209400,1067253,1338706,3115,21,581585,599009,158112,586091,594351,152,209506,1068298,1338834,460,3,581587,599009,158238,586092,594352,152,209518,1068414,1338723,0,0,581586,599009,158128,586091,594352,152,209507,1068314,1339346,4540,26,581587,599012,158747,586095,594352,152,209661,1068783,1339953,2220,20,581587,599012,159354,586095,594352,152,209712,1069339,1358888,59960,193,581613,599276,177999,586235,594502,152,211338,1086541,1360197,1650,13,581616,599288,179293,586243,594509,152,211680,1087508,1361211,2314,19,581621,599295,180295,586252,594511,153,211700,1088501
343,MP,Madhya Pradesh,MP_Guna,Guna,Guna,2082453,8240,17,1005859,980544,96050,1046594,939405,404,347356,1654904,2082486,370,1,1005859,980544,96083,1046594,939405,404,347357,1654936,2082686,7810,15,1005862,980549,96275,1046597,939410,404,347380,1655111,2082814,8070,16,1005862,980552,96400,1046599,939411,404,347407,1655211,2083003,7990,16,1005866,980561,96576,1046604,939419,404,347445,1655361,2083133,7900,16,1005868,980564,96701,1046607,939421,404,347457,1655477,2083267,7660,15,1005869,980571,96827,1046610,939426,404,347476,1655592,2083514,8320,17,1005879,980576,97059,1046616,939435,404,347502,1655804,2083529,360,1,1005879,980576,97074,1046616,939435,404,347506,1655816,2083896,8140,17,1005882,980583,97431,1046622,939439,404,347546,1656143,2084148,7610,16,1005890,980595,97663,1046632,939449,404,347566,1656372,2084157,19240,18,1005890,980598,97669,1046633,939451,404,347569,1656377,2084310,11870,17,1005892,980661,97757,1046673,939476,404,347598,1656500,2084841,11920,18,1005893,980681,98267,1046684,939486,404,347615,1657014,2085007,11000,18,1005895,980684,98428,1046688,939487,404,347642,1657152,2084848,1780,2,1005895,980682,98271,1046686,939487,404,347616,1657018,2085189,10350,16,1005906,980692,98591,1046699,939495,404,347658,1657313,2085344,10380,17,1005908,980698,98738,1046704,939498,404,347688,1657438,2112336,126953,172,1005979,980883,125474,1046825,939633,404,349269,1678799,2113648,17645,19,1005981,980887,126780,1046829,939635,404,349326,1678919,2117141,17010,21,1005984,980892,130265,1046832,939640,404,349489,1678918
344,MP,Madhya Pradesh,MP_Gwalior,Gwalior,Gwalior,3649895,489330,152,1785607,1670751,193537,1841856,1613661,832,747898,2821751,3649954,900,1,1785610,1670757,193587,1841862,1613664,832,747911,2821793,3651061,488420,146,1785646,1670822,194593,1841925,1613702,832,748102,2822691,3652103,486405,149,1785700,1670870,195533,1841978,1613751,832,748264,2823555,3653091,490280,152,1785752,1670931,196408,1842053,1613789,832,748447,2824341,3654099,477350,141,1785811,1670997,197291,1842126,1613841,832,748647,2825131,3654997,480100,142,1785851,1671061,198085,1842192,1613879,832,748833,2825826,3656083,480500,146,1785947,1671199,198937,1842330,1613975,832,749010,2826597,3656087,900,1,1785947,1671201,198939,1842332,1613975,832,749011,2826599,3656999,472030,140,1786003,1671334,199662,1842441,1614055,832,749190,2827261,3657819,452520,143,1786032,1671427,200360,1842514,1614104,832,749340,2827895,3657825,7180,3,1786034,1671427,200364,1842515,1614105,832,749342,2827899,3658460,492330,152,1786055,1671484,200921,1842570,1614128,832,749466,2828402,3658981,471190,136,1786081,1671541,201359,1842617,1614164,832,749539,2828840,3659654,493410,152,1786113,1671601,201940,1842663,1614210,832,749656,2829358,3659015,900,1,1786079,1671543,201393,1842616,1614165,832,749538,2828875,3660111,474140,138,1786143,1671645,202323,1842703,1614244,832,749742,2829709,3660688,490720,152,1786196,1671732,202760,1842788,1614299,832,749847,2830134,3690712,1300900,319,1786643,1674767,229302,1844572,1615996,833,754491,2851154,3691642,438840,122,1786727,1674869,230046,1844671,1616083,833,754586,2851808,3692051,192910,62,1786750,1674914,230387,1844711,1616111,833,754670,2852115
345,MP,Madhya Pradesh,MP_Harda,Harda,Harda,981961,4920,6,478205,438636,65120,477468,439219,153,140692,819269,982067,900,2,478205,438641,65221,477470,439222,153,140713,819354,982146,17170,15,478206,438645,65295,477474,439223,153,140726,819420,982499,18800,20,478214,438658,65627,477484,439234,153,140747,819741,982973,16060,17,478226,438694,66053,477511,439255,153,140797,820134,983117,19385,19,478227,438708,66182,477519,439262,153,140814,820256,983451,15690,17,478231,438728,66492,477532,439273,153,140846,820547,983697,15760,15,478234,438733,66730,477537,439276,153,140876,820763,983707,2200,2,478234,438733,66740,477537,439276,153,140876,820773,983868,19200,16,478235,438739,66894,477542,439278,153,140886,820924,983941,12990,11,478240,438747,66954,477548,439285,153,140899,820984,983970,9590,8,478241,438749,66980,477550,439286,153,140901,821011,984037,14700,13,478242,438753,67042,477554,439287,153,140904,821074,984275,16700,14,478243,438762,67270,477560,439291,153,140912,821304,984345,4040,6,478244,438763,67338,477560,439293,153,140916,821370,984290,1000,1,478243,438762,67285,477560,439291,153,140912,821319,984428,40240,29,478252,438775,67401,477569,439304,153,140919,821432,984533,9130,10,478254,438779,67500,477572,439307,153,140943,821510,998616,91302,113,478298,439213,81105,477801,439556,153,141517,834894,999044,3880,8,478303,439229,81512,477812,439566,153,141527,835295,999065,4580,5,478304,439229,81532,477812,439567,153,141532,835311
346,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,Hoshangabad,2199359,9660,26,1033567,1011319,154473,1055463,988980,443,385623,1766489,2199364,1200,4,1033567,1011321,154476,1055465,988980,443,385623,1766494,2199632,8690,25,1033569,1011346,154717,1055477,988995,443,385731,1766651,2200277,9720,28,1033587,1011477,155213,1055541,989080,443,385822,1767081,2200800,10110,29,1033595,1011616,155589,1055617,989151,443,385890,1767414,2201430,10512,29,1033610,1011699,156121,1055667,989199,443,386033,1767895,2201813,10300,29,1033617,1011726,156470,1055685,989215,443,386099,1768208,2202538,9930,29,1033639,1011759,157140,1055718,989237,443,386224,1768780,2202538,480,2,1033639,1011759,157140,1055718,989237,443,386224,1768780,2203110,9930,29,1033649,1011828,157633,1055764,989270,443,386360,1769172,2203446,9650,29,1033656,1011859,157931,1055786,989286,443,386395,1769449,2203492,370,1,1033657,1011859,157976,1055787,989286,443,386407,1769483,2203859,9100,30,1033668,1011916,158275,1055826,989315,443,386508,1769729,2204375,9440,29,1033674,1011933,158768,1055841,989323,443,386545,1770199,2204761,9790,29,1033686,1011942,159133,1055851,989334,443,386574,1770553,2204382,750,4,1033674,1011933,158775,1055841,989323,443,386546,1770205,2205204,8900,29,1033692,1011958,159554,1055864,989343,443,386713,1770851,2205489,6420,29,1033694,1011968,159827,1055868,989351,443,386760,1771086,2228970,62850,235,1033824,1013273,181873,1056590,990064,443,389643,1791481,2229534,5260,30,1033830,1013300,182404,1056606,990081,443,389813,1791867,2229952,7440,29,1033833,1013306,182813,1056609,990087,443,389969,1792129
347,MP,Madhya Pradesh,MP_Indore,Indore,Indore,7034153,82360,74,3457813,3185143,391197,3541323,3099995,1634,1497279,5401454,7034167,120,1,3457815,3185145,391207,3541323,3099999,1634,1497282,5401465,7035715,81632,74,3457843,3185199,392673,3541367,3100037,1634,1497576,5402713,7037591,69930,71,3457901,3185318,394372,3541473,3100108,1634,1497932,5404140,7040666,82830,78,3457945,3185420,397301,3541549,3100178,1634,1498484,5406652,7044445,83441,77,3458002,3185538,400905,3541626,3100276,1634,1499108,5409772,7046105,67820,66,3458033,3185604,402468,3541665,3100334,1634,1499418,5411097,7049739,86589,81,3458101,3185751,405887,3541770,3100444,1634,1500121,5413967,7049754,120,1,3458103,3185752,405899,3541771,3100446,1634,1500123,5413980,7052382,91030,103,3458147,3186001,408234,3541922,3100588,1634,1500668,5416046,7053466,69136,66,3458177,3186232,409057,3542057,3100714,1634,1500840,5416918,7053577,1880,5,3458178,3186308,409091,3542062,3100786,1634,1500914,5416955,7054506,99391,85,3458191,3186491,409824,3542120,3100923,1635,1501174,5417615,7056131,66700,84,3458226,3186679,411226,3542198,3101068,1635,1501544,5418836,7059919,94230,131,3458282,3186951,414686,3542308,3101286,1635,1502316,5421803,7056245,270,2,3458237,3186690,411318,3542205,3101083,1635,1501583,5418910,7062738,85285,132,3458309,3187178,417251,3542388,3101460,1635,1502868,5424030,7064304,49638,82,3458324,3187255,418725,3542439,3101501,1635,1503189,5425262,7081943,196325,312,3458400,3187710,435833,3542671,3101800,1635,1506386,5439662,7085424,96234,125,3458461,3188071,438892,3542832,3102061,1635,1507021,5442360,7086989,46980,74,3458503,3188337,440149,3542962,3102238,1636,1507308,5443589
348,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,Jabalpur,4778089,9412,17,2233065,2211007,334017,2269450,2173565,1054,1479056,3199441,4778328,720,1,2233074,2211018,334236,2269461,2173574,1054,1479106,3199627,4778757,9360,18,2233089,2211036,334632,2269477,2173591,1054,1479239,3199911,4779297,29463,54,2233138,2211077,335082,2269518,2173640,1054,1479357,3200287,4780071,15548,24,2233149,2211109,335813,2269540,2173661,1054,1479842,3200568,4780349,13442,22,2233161,2211145,336043,2269560,2173689,1054,1479915,3200759,4781124,29537,53,2233199,2211178,336747,2269595,2173725,1054,1480033,3201382,4781887,11877,23,2233224,2211219,337444,2269630,2173756,1054,1480196,3201966,4781908,0,0,2233226,2211222,337460,2269631,2173760,1054,1480200,3201982,4782097,13353,20,2233237,2211234,337626,2269644,2173770,1054,1480232,3202136,4782457,26138,45,2233258,2211366,337833,2269720,2173847,1054,1480307,3202403,4782787,11279,17,2233263,2211621,337903,2269850,2173977,1054,1480321,3202718,4783302,13436,19,2233271,2211986,338045,2270023,2174177,1054,1480359,3203194,4783501,27105,47,2233292,2212018,338191,2270052,2174201,1054,1480418,3203326,4783818,20785,31,2233325,2212053,338440,2270089,2174232,1054,1480508,3203540,4783586,0,0,2233306,2212028,338252,2270063,2174214,1054,1480438,3203389,4784129,19785,31,2233347,2212079,338703,2270114,2174255,1054,1480583,3203764,4784380,19565,30,2233359,2212111,338910,2270138,2174275,1054,1480643,3203941,4838825,308213,311,2233779,2213619,391427,2271127,2175214,1054,1501020,3236930,4839201,19873,33,2233806,2213648,391747,2271156,2175241,1054,1501205,3237111,4839239,570,1,2233807,2213651,391781,2271158,2175243,1054,1501213,3237141
349,MP,Madhya Pradesh,MP_Jhabua,Jhabua,Jhabua,1690365,51933,54,797208,743974,149183,776081,764971,129,191045,1427066,1691406,0,0,797230,744025,150151,776121,765004,129,191101,1428029,1691597,2254,3,797269,744038,150290,776147,765030,129,191112,1428164,1692034,15990,34,797270,744103,150661,776183,765060,129,191122,1428571,1717242,76240,64,797617,745879,173746,777288,766078,129,192737,1450989,1718006,6917,14,797617,745977,174412,777341,766123,129,192746,1451738,1718573,15624,33,797644,745987,174942,777358,766143,129,192769,1452281,1735800,67073,55,797878,747432,190490,778226,766954,129,193958,1467444,1736127,0,0,797880,747460,190787,778243,766967,129,193989,1467713,1736658,11272,15,797881,747488,191289,778256,766983,129,193992,1468221,1737117,0,0,797914,747560,191643,778318,767026,129,194054,1468543,1737231,600,1,797916,747563,191752,778321,767028,129,194060,1468649,1737570,6916,10,797917,747565,192088,778323,767029,129,194070,1468978,1737653,7520,15,797917,747565,192171,778323,767029,129,194083,1469048,1740623,25056,35,798045,747853,194725,778500,767268,129,194290,1471530,1737815,1001,2,797919,747587,192309,778334,767042,129,194083,1469210,1743510,21701,40,798052,748003,197455,778583,767342,129,194347,1474300,1744188,13528,24,798056,748070,198062,778630,767366,129,194367,1474898,1760999,157847,314,798231,748759,214009,779119,767741,129,194957,1489388,1762430,12727,25,798303,749017,215110,779267,767922,130,195017,1490155,1762489,13831,26,798308,749027,215154,779272,767932,130,195023,1490197
350,MP,Madhya Pradesh,MP_Katni,Katni,Katni,2153241,8270,24,1011764,982366,159111,1024728,968984,418,307860,1812173,2153286,2520,7,1011769,982376,159141,1024742,968985,418,307869,1812208,2153495,8240,21,1011775,982407,159313,1024770,968994,418,307889,1812387,2153843,6530,17,1011789,982420,159634,1024787,969004,418,307930,1812688,2153958,4650,13,1011791,982424,159743,1024790,969007,418,307942,1812791,2154181,4100,12,1011800,982438,159943,1024809,969011,418,307959,1812996,2154353,5660,15,1011809,982444,160100,1024816,969019,418,308004,1813120,2154444,4210,12,1011819,982456,160169,1024828,969029,418,308021,1813191,2154462,2890,7,1011822,982460,160180,1024834,969030,418,308022,1813208,2154488,3980,12,1011823,982465,160200,1024838,969032,418,308025,1813228,2154534,4550,13,1011827,982472,160235,1024848,969033,418,308036,1813262,2154580,2650,9,1011830,982480,160270,1024858,969034,418,308042,1813299,2154613,2300,8,1011834,982482,160297,1024864,969034,418,308056,1813318,2154639,2500,9,1011839,982484,160316,1024871,969034,418,308063,1813337,2154676,1410,7,1011841,982493,160342,1024881,969035,418,308070,1813363,2154642,800,2,1011840,982484,160318,1024872,969034,418,308064,1813339,2154717,2450,9,1011845,982504,160368,1024894,969037,418,308081,1813390,2154768,2960,14,1011850,982522,160396,1024910,969044,418,308096,1813424,2175586,83010,125,1011903,982648,181035,1025017,969116,418,308710,1821689,2176673,1830,8,1011934,982670,182069,1025036,969150,418,308726,1822196,2176718,1840,7,1011937,982674,182107,1025042,969151,418,308733,1822234
351,MP,Madhya Pradesh,MP_Khandwa,Khandwa,Khandwa,2261747,58119,111,1067508,1048114,146125,1079167,1036123,331,429364,1776029,2261756,0,0,1067508,1048114,146134,1079167,1036123,331,429373,1776029,2264600,67150,108,1067523,1048288,148789,1079269,1036210,331,429931,1777640,2266295,42360,75,1067530,1048305,150460,1079279,1036224,331,430521,1778667,2268320,29920,38,1067532,1048703,152085,1079463,1036440,331,431090,1780011,2268985,24570,49,1067541,1048731,152713,1079480,1036460,331,431385,1780212,2269621,32920,72,1067547,1048744,153330,1079490,1036469,331,431678,1780526,2270317,22200,57,1067565,1048888,153864,1079571,1036550,331,431870,1780841,2270317,0,0,1067565,1048888,153864,1079571,1036550,331,431870,1780841,2270599,17620,50,1067565,1048932,154102,1079594,1036571,331,431886,1780933,2271262,19040,32,1067569,1048986,154707,1079624,1036599,331,432155,1781279,2271909,20600,44,1067573,1048995,155341,1079628,1036608,331,432471,1781606,2272509,34550,70,1067576,1049012,155921,1079641,1036615,331,432781,1781738,2272926,20430,38,1067583,1049031,156312,1079653,1036629,331,433106,1781814,2273185,19720,49,1067592,1049074,156519,1079683,1036651,331,433131,1781974,2272929,120,1,1067583,1049031,156315,1079653,1036629,331,433106,1781817,2273776,19540,48,1067607,1049107,157062,1079709,1036673,331,433361,1782167,2273841,18150,32,1067611,1049111,157119,1079713,1036677,331,433371,1782216,2292778,215790,218,1067746,1050377,174655,1080412,1037379,331,436174,1795080,2293766,21970,45,1067750,1050486,175530,1080469,1037435,331,436543,1795599,2294460,22270,36,1067761,1050503,176196,1080476,1037456,331,436857,1795964
352,MP,Madhya Pradesh,MP_Khargone,Khargone,Khargone,3278480,2473,17,1516947,1489939,271594,1551452,1454756,678,550014,2605838,3278503,0,0,1516948,1489940,271615,1551453,1454757,678,550016,2605859,3278715,2961,23,1516957,1489946,271812,1551459,1454766,678,550069,2606011,3278956,1389,16,1516974,1489969,272013,1551481,1454784,678,550130,2606170,3282871,9688,108,1517004,1489981,275886,1551503,1454804,678,550159,2610050,3283090,3049,28,1517011,1489986,276093,1551507,1454812,678,550186,2610238,3283276,1767,17,1517018,1489990,276268,1551514,1454816,678,550214,2610394,3283474,2493,23,1517027,1490005,276442,1551524,1454830,678,550244,2610554,3283475,820,1,1517027,1490005,276443,1551524,1454830,678,550244,2610555,3283534,2749,26,1517031,1490013,276490,1551530,1454836,678,550258,2610595,3283558,1042,11,1517033,1490014,276511,1551531,1454838,678,550261,2610616,3283611,1243,13,1517048,1490016,276547,1551547,1454839,678,550268,2610661,3283694,2671,22,1517050,1490019,276625,1551550,1454841,678,550275,2610735,3283742,1463,13,1517051,1490022,276669,1551554,1454841,678,550278,2610780,3283811,1351,13,1517058,1490031,276722,1551562,1454849,678,550287,2610833,3283751,0,0,1517053,1490022,276676,1551554,1454843,678,550281,2610786,3283854,1164,11,1517063,1490032,276759,1551566,1454851,678,550302,2610860,3283930,611,8,1517064,1490037,276829,1551570,1454853,678,550319,2610918,3333098,85762,315,1520242,1490459,322397,1554178,1455845,678,556518,2653869,3336008,1722,4,1520253,1490683,325072,1554305,1455953,678,556857,2656438,3336087,2006,8,1520260,1490684,325143,1554310,1455956,678,556865,2656506
353,MP,Madhya Pradesh,MP_Mandla,Mandla,Mandla,1738606,16930,17,820485,797624,120497,788894,829004,211,253979,1438531,1738619,0,0,820485,797624,120510,788894,829004,211,253978,1438545,1738688,17160,16,820488,797633,120567,788900,829010,211,253995,1438592,1738719,16160,16,820493,797636,120590,788905,829013,211,254004,1438613,1738750,16100,16,820495,797640,120615,788907,829017,211,254013,1438633,1738860,16160,16,820502,797642,120716,788916,829017,211,254031,1438725,1738903,16480,17,820509,797655,120739,788925,829028,211,254040,1438745,1738985,14740,16,820515,797676,120794,788941,829039,211,254060,1438789,1738988,0,0,820515,797676,120797,788941,829039,211,254062,1438790,1739020,15880,16,820519,797677,120824,788946,829039,211,254067,1438816,1739357,15880,16,820524,797679,121154,788949,829043,211,254078,1439139,1739496,101850,92,820524,797679,121293,788949,829043,211,254079,1439277,1739618,13650,11,820525,797690,121403,788950,829054,211,254093,1439385,1739737,13620,11,820528,797693,121516,788954,829056,211,254104,1439493,1739989,15370,11,820530,797696,121763,788957,829058,211,254109,1439738,1739740,750,1,820528,797695,121517,788955,829057,211,254104,1439494,1740144,14370,12,820530,797802,121812,788993,829128,211,254217,1439785,1740206,13720,11,820533,797807,121866,788998,829131,211,254223,1439838,1764175,89660,96,820624,798014,145537,789131,829296,211,255344,1462643,1764702,13620,11,820633,798020,146049,789139,829303,211,255367,1463146,1764740,13680,11,820636,798028,146076,789143,829310,211,255382,1463169
354,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,Mandsaur,2437550,18129,38,1119299,1124875,193376,1142896,1100426,852,403377,1960767,2437684,292,1,1119301,1124875,193508,1142898,1100426,852,403389,1960889,2437932,15267,21,1119306,1124898,193728,1142913,1100439,852,403423,1961100,2438125,14095,16,1119310,1124905,193910,1142916,1100447,852,403439,1961266,2438550,14135,22,1119324,1124921,194305,1142935,1100458,852,403467,1961645,2439074,13028,14,1119334,1124949,194791,1142957,1100474,852,403493,1962111,2439729,19893,33,1119342,1124972,195415,1142971,1100491,852,403551,1962627,2440312,16911,26,1119346,1124980,195986,1142981,1100493,852,403585,1963077,2440328,204,1,1119346,1124980,196002,1142981,1100493,852,403587,1963091,2440782,15673,25,1119351,1124987,196444,1142986,1100500,852,403601,1963512,2441336,13963,17,1119359,1125004,196973,1142995,1100516,852,403636,1964030,2441586,14716,21,1119365,1125032,197189,1143017,1100528,852,403656,1964260,2442023,13478,23,1119368,1125062,197593,1143028,1100550,852,403673,1964658,2442436,12123,21,1119371,1125071,197994,1143031,1100559,852,403701,1965043,2442840,12958,23,1119380,1125077,198383,1143040,1100565,852,403733,1965407,2442459,0,0,1119371,1125071,198017,1143031,1100559,852,403701,1965066,2443174,13135,24,1119382,1125083,198709,1143044,1100569,852,403770,1965704,2443466,16026,22,1119385,1125085,198996,1143045,1100573,852,403790,1965974,2480003,173340,219,1119607,1125498,234898,1143347,1100905,853,404538,1979541,2480523,16699,27,1119609,1125528,235386,1143370,1100914,853,404557,1979757,2480980,16876,22,1119614,1125533,235833,1143378,1100916,853,404583,1980026
355,MP,Madhya Pradesh,MP_Morena,Morena,Morena,3624382,8320,10,1625079,1649116,350187,1795585,1478041,569,559235,2877109,3624396,4000,4,1625079,1649116,350201,1795585,1478041,569,559237,2877120,3625882,18370,20,1625167,1649401,351314,1795813,1478186,569,559418,2878099,3626552,15690,12,1625201,1649440,351911,1795867,1478205,569,559495,2878656,3628185,15060,14,1625293,1649455,353437,1795930,1478249,569,560451,2879276,3628429,13170,14,1625316,1649505,353608,1795983,1478269,569,560522,2879411,3628752,9680,12,1625331,1649512,353909,1796001,1478273,569,560577,2879677,3629272,9870,15,1625349,1649574,354349,1796051,1478303,569,560621,2880096,3629290,6430,8,1625350,1649574,354366,1796051,1478304,569,560623,2880112,3629755,9740,12,1625370,1649624,354761,1796090,1478335,569,560699,2880463,3660573,134810,223,1625512,1650913,384148,1796870,1478986,569,563531,2907221,3660768,10600,11,1625520,1650920,384328,1796882,1478989,569,563549,2907395,3661404,10730,15,1625535,1651073,384796,1796988,1479051,569,563812,2907768,3661890,9641,11,1625541,1651238,385111,1797092,1479117,570,563949,2908026,3662482,15200,20,1625572,1651540,385370,1797296,1479246,570,564189,2908227,3661915,7000,8,1625542,1651238,385135,1797093,1479117,570,563953,2908047,3663285,13570,15,1625591,1651943,385751,1797549,1479415,570,564259,2908562,3663721,12630,14,1625598,1652008,386115,1797596,1479440,570,564303,2908898,3722586,179790,283,1625714,1654145,442727,1798804,1480484,571,573116,2957099,3723045,7020,9,1625735,1654176,443134,1798839,1480501,571,573274,2957375,3723228,9240,11,1625750,1654181,443297,1798854,1480506,571,573314,2957518
356,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,Narsinghpur,1935394,3600,10,931029,877489,126876,933635,874546,337,281464,1616266,1935456,0,0,931032,877491,126933,933637,874549,337,281472,1616319,1936063,8730,16,931034,877508,127521,933652,874553,337,281678,1616719,1936997,9790,14,931056,877685,128256,933741,874663,337,281764,1617545,1937789,6510,21,931085,877914,128790,933861,874801,337,281954,1618090,1938419,5571,14,931096,878094,129229,933969,874884,337,282020,1618644,1939136,5740,15,931115,878278,129743,934071,874985,337,282086,1619257,1939456,4930,11,931121,878499,129836,934190,875093,337,282130,1619509,1939497,150,1,931125,878506,129866,934197,875097,337,282139,1619533,1939796,4500,11,931128,878697,129971,934304,875184,337,282159,1619808,1940125,5730,13,931136,878905,130084,934414,875290,337,282180,1620101,1940387,4640,12,931138,879104,130145,934509,875396,337,282194,1620337,1940661,7925,15,931139,879269,130253,934606,875465,337,282224,1620579,1940942,5300,12,931143,879396,130403,934679,875523,337,282356,1620727,1941238,7040,14,931144,879564,130530,934778,875593,337,282565,1620807,1940964,0,0,931144,879401,130419,934682,875526,337,282357,1620745,1941498,4820,12,931150,879664,130684,934835,875642,337,282672,1620937,1941742,4400,11,931153,879675,130914,934845,875646,337,282781,1621065,1967948,114295,171,931429,880956,155563,935552,876496,337,285622,1643038,1968480,6130,13,931441,880984,156055,935575,876513,337,285765,1643404,1968851,5460,13,931459,881019,156373,935597,876544,337,285793,1643710
