S No,State_Code,State,District_Key,Cowin Key,District,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,20/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,21/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,22/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,23/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,24/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,25/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,26/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,27/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,28/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,29/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,30/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,31/08/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,01/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,02/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,03/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,04/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,05/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,06/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,07/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,08/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022,09/09/2022
182,GJ,Gujarat,GJ_Mahisagar,Mahisagar,Mahisagar,2358611,33106,58,945103,985381,428127,1006707,923491,285,343154,1923339,2358774,0,0,945103,985381,428290,1006707,923491,285,343154,1923502,2370901,28982,44,945104,985381,440416,1006708,923491,285,343578,1935205,2381307,18374,38,945104,985381,450822,1006708,923491,285,343990,1945199,2385695,10658,38,945104,985381,455210,1006708,923491,285,344821,1948756,2396555,28033,58,945105,985381,466069,1006709,923491,285,344821,1959616,2407159,27408,39,945105,985381,476673,1006709,923491,285,344929,1970112,2416258,25223,38,945105,985381,485772,1006709,923491,285,344929,1979211,2416266,661,1,945105,985381,485780,1006709,923491,285,344929,1979219,2426375,26691,38,945105,985381,495889,1006709,923491,285,345003,1989254,2434959,16306,38,945106,985381,504472,1006709,923492,285,345294,1997547,2434972,6,1,945106,985382,504484,1006709,923493,285,345294,1997560,2440694,10362,35,945106,985382,510206,1006709,923493,285,345972,2002604,2444124,8055,22,945106,985382,513636,1006709,923493,285,346837,2005169,2446101,5418,20,945106,985382,515613,1006709,923493,285,347054,2006929,2444252,0,0,945106,985382,513764,1006709,923493,285,346839,2005295,2446790,2849,16,945106,985382,516302,1006709,923493,285,347234,2007438,2447405,1606,7,945106,985382,516917,1006709,923493,285,347276,2008011,2447761,624,3,945106,985383,517272,1006710,923493,285,347347,2008296,2448011,541,2,945106,985383,517522,1006710,923493,285,347487,2008406,2455100,17065,38,945107,985383,524610,1006710,923494,285,347487,2015495
183,GJ,Gujarat,GJ_Mehsana,Mehsana,Mehsana,3594020,21436,81,1656434,1589145,348441,1697771,1547285,519,644107,2836395,3594128,2020,6,1656434,1589146,348548,1697772,1547285,519,644107,2836503,3600131,28338,112,1656488,1589289,354354,1697859,1547395,519,644512,2842082,3603470,21064,88,1656512,1589343,357615,1697896,1547436,519,644746,2845141,3608035,19145,83,1656560,1589591,361884,1698061,1547567,519,644881,2849489,3614517,24957,103,1656615,1589968,367934,1698281,1547779,519,645338,2854794,3620949,23243,100,1656678,1590146,374125,1698396,1547905,519,645573,2860250,3624007,16903,68,1656692,1590240,377075,1698454,1547955,519,645723,2862290,3624037,2105,6,1656692,1590240,377105,1698454,1547955,519,645723,2862320,3627884,21881,90,1656746,1590377,380761,1698554,1548046,519,645882,2865120,3630623,17908,73,1656790,1590545,383288,1698664,1548147,520,645949,2867404,3630632,4950,8,1656790,1590545,383297,1698664,1548147,520,645949,2867413,3634763,20888,92,1656826,1590837,387100,1698831,1548307,521,646189,2870981,3637723,18142,76,1656857,1590922,389944,1698883,1548371,521,646317,2873584,3640334,16779,69,1656888,1590984,392462,1698938,1548409,521,647345,2875056,3637887,2720,12,1656858,1590927,390102,1698886,1548374,521,646339,2873725,3642666,19811,77,1656910,1591081,394675,1698988,1548478,521,648056,2876513,3643751,16790,62,1656923,1591157,395671,1699045,1548510,521,648244,2877398,3645467,16653,68,1656944,1591204,397319,1699077,1548546,521,648508,2878850,3647266,17602,63,1656966,1591282,399018,1699131,1548592,521,648810,2880327,3648982,16831,63,1656979,1591427,400576,1699205,1548675,522,649126,2881679
184,GJ,Gujarat,GJ_Morbi,Morbi,Morbi,1947704,26074,88,875313,901686,170705,1007012,769701,285,255436,1629497,1947722,1620,6,875314,901686,170722,1007013,769701,285,255436,1629515,1952421,27002,114,875337,901726,175358,1007053,769724,285,255677,1633957,1955518,22952,99,875357,901734,178427,1007067,769738,285,255759,1636972,1959256,20965,97,875389,901747,182120,1007092,769758,285,255929,1640540,1962781,20848,101,875422,901773,185586,1007116,769793,285,256082,1643901,1965211,19205,94,875434,901785,187992,1007129,769804,285,256168,1646245,1966877,18027,83,875441,901801,189635,1007139,769817,285,256198,1647881,1966883,1220,5,875441,901801,189641,1007139,769817,285,256198,1647887,1968852,18288,89,875458,901819,191575,1007153,769838,285,256291,1649763,1970453,14918,84,875461,901838,193154,1007166,769847,285,256417,1651238,1970480,1363,8,875462,901841,193177,1007167,769850,285,256417,1651265,1971852,14919,97,875479,901850,194523,1007182,769861,285,256475,1652579,1973983,13706,87,875512,901858,196613,1007205,769879,285,256682,1654503,1975542,14704,97,875528,901886,198128,1007233,769895,285,256809,1655935,1974019,1306,6,875512,901859,196648,1007206,769879,285,256685,1654536,1977635,15668,94,875538,901912,200185,1007256,769908,285,256882,1657955,1979398,13575,93,875548,901948,201902,1007284,769926,285,257025,1659575,1982423,15834,94,875566,902399,204458,1007582,770097,285,257263,1662362,1984518,13556,95,875572,902423,206523,1007598,770111,285,257307,1664412,1994324,23221,108,875595,902558,216171,1007677,770190,285,257736,1673789
185,GJ,Gujarat,GJ_Narmada,Narmada,Narmada,1205788,33150,29,520430,515896,169462,542139,494029,155,217151,945077,1214324,34650,29,520434,516305,177585,542359,494222,155,217210,953554,1223119,33500,29,520447,516467,186205,542454,494302,155,217515,962044,1230575,34151,29,520457,516470,193648,542460,494309,155,217722,969293,1234652,34153,29,520465,516474,197713,542467,494314,155,217853,973106,1236229,33251,29,520466,516479,199284,542471,494316,155,217986,974342,1242896,33350,29,520470,516483,205943,542474,494321,155,218077,980918,1251466,34350,29,520484,516498,214484,542492,494332,155,218121,989444,1254047,32650,29,520491,516501,217055,542496,494338,155,218122,992024,1260288,34352,31,520499,516509,223280,542509,494341,155,218142,998245,1263083,33550,29,520503,516512,226068,542515,494342,155,218574,1000608,1263282,33350,29,520503,516514,226265,542516,494343,155,218574,1000807,1264014,33350,29,520503,516516,226995,542518,494343,155,218574,1001539,1264510,6460,8,520504,516516,227490,542519,494343,155,218575,1002014,1266023,8894,22,520506,516530,228987,542525,494353,155,218735,1002582,1264521,2,1,520505,516516,227500,542519,494344,155,218575,1002025,1267282,5533,16,520507,516530,230245,542525,494354,155,218826,1002885,1267991,3608,12,520508,516531,230952,542526,494355,155,218998,1002985,1268301,2283,7,520508,516531,231262,542526,494355,155,219005,1003109,1268543,1186,3,520508,516531,231504,542526,494355,155,219008,1003248,1268765,1895,8,520508,516531,231726,542526,494355,155,219008,1003470
186,GJ,Gujarat,GJ_Navsari,Navsari,Navsari,2599216,13441,77,1124455,1129952,344809,1138916,1115167,322,652968,1866891,2601324,5409,40,1124456,1129956,346912,1138919,1115169,322,653112,1868855,2607955,16078,89,1124466,1129976,353513,1138930,1115188,322,653711,1874887,2614099,11491,81,1124522,1130087,359490,1139026,1115259,322,654349,1880267,2620208,13710,78,1124533,1130109,365566,1139036,1115282,322,654921,1885765,2628005,14134,91,1124551,1130172,373282,1139075,1115324,322,655749,1892700,2634965,14463,86,1124572,1130254,380139,1139133,1115369,322,656355,1899015,2645848,20706,109,1124610,1130340,390898,1139207,1115419,322,658618,1907634,2649580,8883,51,1124615,1130348,394617,1139213,1115426,322,659514,1910470,2658908,18245,102,1124638,1130414,403856,1139261,1115467,322,661209,1918103,2667540,16998,93,1124652,1130443,412445,1139282,1115489,322,662807,1925137,2670191,4779,32,1124655,1130507,415029,1139306,1115532,322,663096,1927499,2677854,15887,93,1124674,1130564,422616,1139352,1115562,322,663970,1934251,2685563,15368,90,1124693,1130984,429886,1139590,1115763,322,665061,1940772,2692694,15641,92,1124701,1131060,436933,1139639,1115798,322,665704,1947204,2687796,5498,31,1124704,1131001,432091,1139604,1115777,322,665200,1942866,2701675,15164,88,1124717,1131150,445808,1139684,1115859,322,666402,1955419,2708797,14243,82,1124732,1131352,452713,1139798,1115961,323,667234,1961520,2713317,8958,66,1124742,1131412,457163,1139855,1115974,323,668112,1965115,2720311,15577,90,1124751,1131538,464022,1139929,1116035,323,670308,1969831,2724259,7511,56,1124754,1131592,467913,1139960,1116061,323,671075,1973012
187,GJ,Gujarat,GJ_Panchmahal,Panchmahal,Panchmahal,3101906,39762,52,1319765,1335776,446365,1443886,1211172,482,540523,2467974,3104028,31480,48,1319770,1335787,448471,1443897,1211177,482,540740,2469879,3113352,36454,56,1319823,1335805,457724,1443950,1211195,482,540988,2478955,3127949,40365,60,1319872,1335962,472115,1444057,1211293,483,541400,2493137,3142232,43417,57,1319914,1335998,486320,1444110,1211318,483,541858,2506962,3157842,43607,60,1319940,1336383,501519,1444324,1211515,483,542496,2521567,3177790,46662,60,1319990,1336877,520923,1444571,1211812,483,543285,2540243,3191976,48644,62,1320021,1336940,535015,1444621,1211856,483,543541,2554173,3196989,35870,44,1320029,1336943,540017,1444623,1211865,483,544004,2558723,3209564,45490,60,1320072,1337020,552472,1444694,1211914,483,544135,2571142,3220328,39016,55,1320099,1337052,563177,1444735,1211932,483,544652,2581389,3222370,32480,45,1320102,1337055,565213,1444739,1211934,483,544699,2583384,3231933,43530,59,1320127,1337064,574742,1444762,1211945,483,545113,2592533,3238692,38738,58,1320156,1337119,581417,1444814,1211977,483,545699,2598706,3243948,35871,58,1320172,1337370,586406,1444965,1212093,483,545962,2603398,3240553,26770,41,1320161,1337155,583237,1444843,1211989,483,545741,2600525,3249800,36330,52,1320190,1337381,592229,1444984,1212103,483,546147,2608456,3254545,30660,50,1320219,1337408,596918,1445020,1212123,483,546432,2612080,3257712,29629,49,1320240,1337416,600056,1445038,1212134,483,546534,2614105,3262947,31295,51,1320257,1337706,604984,1445202,1212277,483,547480,2616183,3269008,34931,52,1320269,1337724,611015,1445219,1212290,483,547590,2621656
188,GJ,Gujarat,GJ_Patan,Patan,Patan,2267018,29967,93,1018153,1022212,226653,1051222,988882,261,510776,1677406,2267270,4050,4,1018155,1022212,226903,1051224,988882,261,510778,1677656,2272064,40168,177,1018181,1022235,231648,1051252,988903,261,511512,1681714,2275043,31876,136,1018195,1022328,234520,1051310,988952,261,512041,1684164,2278804,29884,144,1018205,1022409,238190,1051364,988989,261,512541,1687425,2282706,32523,148,1018215,1022435,242056,1051383,989006,261,513035,1690833,2286377,28274,139,1018226,1022468,245683,1051404,989029,261,513361,1694178,2289414,24978,110,1018239,1022476,248699,1051416,989038,261,513504,1697072,2289784,5563,7,1018245,1022480,249059,1051419,989045,261,513516,1697423,2293690,36043,147,1018254,1022494,252942,1051431,989056,261,513825,1701019,2297017,29109,124,1018264,1022524,256229,1051452,989075,261,514167,1703985,2298056,10132,30,1018267,1022531,257258,1051457,989080,261,514211,1704980,2300928,34178,140,1018303,1022593,260032,1051521,989113,262,514426,1707622,2303555,36289,139,1018317,1022682,262556,1051583,989154,262,514640,1709972,2305187,26897,99,1018324,1022688,264175,1051592,989158,262,514748,1711496,2304218,9788,27,1018319,1022687,263212,1051588,989156,262,514727,1710548,2307628,25700,123,1018330,1022729,266569,1051622,989175,262,515281,1713372,2309857,27071,108,1018337,1022792,268728,1051656,989211,262,515853,1715001,2311617,27092,99,1018341,1022834,270442,1051684,989229,262,516169,1716415,2313391,21334,95,1018346,1022843,272202,1051691,989236,262,516528,1717829,2314291,17900,75,1018350,1022845,273096,1051694,989239,262,516722,1718535
189,GJ,Gujarat,GJ_Porbandar,Porbandar,Porbandar,1108256,14162,58,486601,474703,146952,491407,469737,156,228736,847969,1108281,240,1,486601,474703,146977,491407,469737,156,228744,847986,1109955,12852,66,486613,474719,148623,491422,469750,156,228999,849405,1111340,16616,64,486629,474810,149901,491481,469798,156,229267,850522,1113306,14618,73,486648,474842,151816,491505,469825,156,229558,852197,1115121,17720,80,486809,475041,153271,491672,470018,156,229781,853478,1116990,18225,78,486924,475156,154910,491804,470116,156,230035,854912,1118233,16185,72,486944,475208,156081,491828,470164,156,230144,856004,1118233,300,1,486944,475208,156081,491828,470164,156,230144,856004,1119524,18064,62,487017,475349,157158,491936,470270,156,230466,856807,1120857,13837,68,487051,475390,158416,491974,470307,156,230610,857952,1121824,14571,71,487058,475402,159364,491984,470316,156,230690,858839,1123324,13330,73,487090,475430,160804,492023,470337,156,230819,860182,1124618,15001,73,487148,475483,161987,492076,470395,156,231011,861199,1125298,10488,56,487158,475506,162634,492097,470407,156,231073,861798,1124634,0,0,487150,475483,162001,492078,470395,156,231011,861214,1126182,11475,61,487197,475547,163438,492145,470439,156,231109,862583,1127209,10731,65,487253,475610,164346,492197,470506,156,231170,863462,1128366,12036,74,487265,475640,165461,492224,470521,156,231497,864286,1129441,11147,66,487294,475692,166455,492271,470555,156,231607,865210,1130587,10969,66,487307,475719,167561,492298,470568,156,231775,866170
190,GJ,Gujarat,GJ_Rajkot,Rajkot,Rajkot,2929802,17636,32,1343880,1334015,251907,1460543,1216912,437,228089,2626739,2929984,1141,6,1343880,1334019,252085,1460547,1216912,437,228089,2626921,2934719,43807,171,1343892,1334257,256570,1460677,1217032,437,228128,2631617,2942398,55473,228,1343911,1334755,263732,1460962,1217264,437,228140,2639284,2947688,48065,202,1343930,1335077,268681,1461149,1217418,437,228179,2644535,2953189,49313,194,1343958,1335427,273804,1461362,1217582,438,228241,2649754,2957454,40586,151,1343993,1335581,277880,1461456,1217677,438,228376,2653649,2961095,38106,147,1344002,1335762,281331,1461563,1217760,438,228442,2657149,2961112,1570,3,1344003,1335763,281346,1461565,1217760,438,228442,2657166,2965714,40350,164,1344026,1335981,285707,1461679,1217887,438,228503,2661500,2970726,42650,173,1344055,1336173,290498,1461804,1217983,438,228547,2666272,2970839,13508,11,1344055,1336176,290608,1461805,1217985,438,228547,2666385,2975186,42081,171,1344073,1336309,294804,1461891,1218050,438,228600,2670618,2980219,48980,197,1344097,1336516,299606,1462007,1218165,438,228679,2675095,2983566,39732,152,1344105,1336608,302853,1462056,1218216,438,228780,2678228,2980320,545,5,1344097,1336516,299707,1462007,1218165,438,228679,2675184,2988268,46386,193,1344117,1336812,307339,1462172,1218315,439,228972,2682126,2993091,41969,180,1344154,1337111,311826,1462380,1218443,439,229063,2685870,2996107,38507,153,1344164,1337219,314724,1462445,1218496,439,229064,2688768,3000017,42887,170,1344202,1337426,318389,1462569,1218617,439,229179,2692067,3002940,34692,136,1344210,1337483,321247,1462599,1218651,440,229334,2694201
191,GJ,Gujarat,GJ_Rajkot,Rajkot Corporation,Rajkot,3011192,23608,52,1449623,1309224,252345,1533005,1225327,509,307557,2601018,3011266,11068,9,1449623,1309236,252407,1533014,1225330,509,307565,2601072,3013855,29578,60,1449660,1309517,254678,1533183,1225479,509,307731,2603311,3017405,26887,63,1449721,1310450,257234,1533653,1226003,509,308150,2605865,3021809,32802,71,1449760,1311217,260832,1534057,1226405,509,308560,2609400,3025700,28302,69,1449850,1311809,264041,1534424,1226720,509,308853,2612574,3029087,28597,61,1449895,1312390,266802,1534765,1227005,509,308967,2615526,3031858,27713,55,1449916,1312955,268987,1535055,1227301,509,309223,2617654,3031858,200,1,1449916,1312955,268987,1535055,1227301,509,309223,2617654,3035032,26895,57,1449949,1313501,271582,1535411,1227524,509,309396,2620381,3037411,25838,56,1449995,1313851,273565,1535658,1227672,510,309486,2622496,3037411,2800,4,1449995,1313851,273565,1535658,1227672,510,309486,2622496,3039124,25542,60,1450034,1314142,274948,1535853,1227807,510,309543,2623969,3040690,24858,54,1450048,1314424,276218,1536013,1227943,510,309602,2625336,3042108,23942,50,1450069,1314631,277408,1536148,1228036,510,309619,2626639,3040703,5630,6,1450048,1314425,276230,1536014,1227943,510,309603,2625348,3043984,23323,52,1450107,1314984,278893,1536361,1228214,510,309753,2628276,3045994,24992,56,1450143,1315244,280607,1536534,1228337,510,309899,2630067,3048657,25965,67,1450193,1315548,282916,1536728,1228497,510,310158,2632336,3050750,28282,63,1450223,1315988,284539,1536973,1228722,510,310367,2633948,3052211,24864,58,1450242,1316285,285684,1537153,1228858,510,310524,2635155
192,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,Sabarkantha,2782889,42238,135,1201066,1202905,378918,1243940,1159616,398,297795,2388663,2783196,105,1,1201066,1202906,379224,1243941,1159616,398,297795,2388947,2795732,47058,142,1201092,1203075,391565,1244050,1159702,398,297874,2401402,2804656,33513,101,1201108,1203250,400298,1244135,1159808,398,297874,2410316,2811572,30014,89,1201118,1203654,406800,1244340,1160017,398,297934,2417095,2819007,26747,85,1201166,1204059,413782,1244544,1160266,398,298022,2423827,2831724,37881,117,1201191,1204540,425993,1244795,1160521,398,298054,2436448,2842794,35599,112,1201223,1204943,436628,1245007,1160744,398,298068,2447458,2843280,12002,2,1201223,1204943,437114,1245007,1160744,398,298068,2447944,2854916,35881,113,1201247,1205371,448298,1245234,1160968,399,298121,2459521,2863168,33272,87,1201255,1205569,456344,1245325,1161083,399,298159,2467544,2863172,11120,2,1201255,1205569,456348,1245325,1161083,399,298159,2467548,2869935,34562,78,1201269,1205778,462888,1245442,1161189,399,298190,2474200,2874739,32291,86,1201294,1205959,467486,1245544,1161293,399,298301,2478845,2878578,26862,55,1201329,1205996,471253,1245583,1161326,399,298360,2482249,2875292,820,2,1201295,1205962,468035,1245546,1161295,399,298302,2479397,2881393,28739,78,1201348,1206334,473711,1245776,1161490,399,298376,2484316,2884895,19519,66,1201352,1206704,476839,1245949,1161691,399,298514,2487605,2887993,22355,61,1201356,1207478,479159,1246352,1162066,399,299064,2489993,2890866,20118,52,1201365,1207983,481518,1246604,1162328,399,299337,2492306,2897678,35758,96,1201380,1208376,487922,1246790,1162550,399,299548,2498748
193,GJ,Gujarat,GJ_Surat,Surat,Surat,2989441,9537,51,1410742,1306847,271852,1553632,1163508,449,350953,2548278,2989536,1936,7,1410742,1306857,271937,1553634,1163516,449,350953,2548363,2992642,14430,63,1410787,1307231,274624,1553886,1163683,449,351057,2551318,2995667,12795,58,1410832,1307443,277392,1554001,1163825,449,351250,2554082,2997991,10521,61,1410877,1307729,279385,1554194,1163963,449,351316,2556228,3000336,10502,62,1410921,1307905,281510,1554300,1164077,449,351400,2558412,3004696,15259,73,1410972,1308395,285329,1554602,1164316,449,351639,2562315,3007431,9851,54,1411026,1308618,287787,1554754,1164441,449,351881,2564766,3007490,2018,9,1411026,1308621,287843,1554756,1164442,449,351895,2564811,3010817,12152,69,1411069,1309036,290712,1555011,1164645,449,352013,2567889,3013849,9287,53,1411099,1309373,293377,1555241,1164782,449,352119,2570695,3013905,1596,7,1411099,1309381,293425,1555246,1164785,449,352126,2570744,3015901,7967,54,1411123,1309530,295248,1555348,1164856,449,352249,2572595,3017786,5807,49,1411156,1309675,296955,1555444,1164938,449,352281,2574367,3019059,5920,38,1411172,1309749,298138,1555488,1164984,449,352309,2575591,3017833,372,2,1411158,1309681,296994,1555446,1164944,449,352281,2574412,3021356,10544,52,1411200,1310026,300130,1555659,1165118,449,352329,2577805,3023318,7178,45,1411227,1310203,301888,1555783,1165198,449,352482,2579585,3025479,7321,52,1411267,1310448,303764,1555940,1165324,451,352572,2581527,3027756,8588,52,1411291,1310828,305637,1556184,1165484,451,352605,2583770,3030134,8174,54,1411305,1311043,307786,1556307,1165590,451,352605,2586147
194,GJ,Gujarat,GJ_Surat,Surat Corporation,Surat,9084001,546540,69,4477890,4030779,575332,5139647,3366300,2713,930175,7903602,9084676,544280,64,4477912,4030824,575940,5139684,3366330,2713,930242,7904197,9091330,544621,72,4478019,4031111,582200,5139869,3366539,2713,930740,7910329,9099132,545000,67,4478160,4031382,589590,5140068,3366752,2713,931351,7917501,9106835,545190,68,4478280,4031669,596886,5140247,3366979,2714,931566,7924957,9113149,545400,70,4478387,4031929,602833,5140420,3367173,2714,931751,7931070,9117882,545570,70,4478478,4032151,607253,5140589,3367316,2715,932023,7935496,9121248,545140,68,4478553,4032403,610292,5140765,3367467,2715,932208,7938598,9121869,544480,64,4478576,4032461,610832,5140809,3367504,2715,932256,7939143,9126349,544880,67,4478674,4032664,615011,5140975,3367639,2715,932494,7943366,9129445,545040,67,4478743,4032820,617882,5141092,3367747,2715,932658,7946284,9129783,544900,66,4478757,4032845,618181,5141112,3367766,2715,932683,7946594,9132232,545280,69,4478822,4033032,620378,5141255,3367875,2715,932790,7948924,9136196,553075,68,4478895,4033259,624042,5141401,3368029,2715,932928,7952737,9139557,545338,70,4478950,4033466,627141,5141551,3368141,2715,933097,7955895,9145371,544640,66,4479052,4033620,632699,5141652,3368296,2715,933544,7961244,9157719,455930,67,4479343,4034378,643998,5142111,3368886,2715,934455,7972623,9165588,556890,68,4479528,4034797,651263,5142358,3369243,2715,935118,7979818,9172932,527670,68,4479814,4035132,657986,5142634,3369588,2715,935565,7986586,9178965,543150,68,4479930,4035373,663662,5142794,3369785,2715,936003,7992174,9179003,541200,67,4479934,4035381,663688,5142801,3369790,2715,936009,7992203
195,GJ,Gujarat,GJ_Surendranagar,Surendranagar,Surendranagar,3331164,45444,52,1480777,1594534,255853,1648028,1426739,542,619619,2626299,3331262,1799,3,1480779,1594537,255946,1648031,1426741,542,619624,2626392,3344905,66101,65,1480823,1594845,269237,1648183,1426941,542,620241,2639218,3367887,79105,65,1480881,1594995,292011,1648301,1427031,542,621231,2661210,3391717,79860,64,1480961,1595208,315548,1648457,1427168,542,622259,2684011,3412980,78960,62,1481035,1595323,336622,1648552,1427262,542,623165,2704345,3439263,76770,62,1481098,1595448,362717,1648662,1427340,542,624459,2729334,3461659,76200,62,1481148,1595559,384952,1648749,1427414,542,625462,2750725,3461814,14650,16,1481151,1595560,385103,1648751,1427416,542,625462,2750880,3483283,71490,63,1481200,1596339,405744,1649174,1427821,542,626613,2771031,3504372,69485,62,1481250,1596483,426639,1649270,1427919,542,627693,2791035,3505549,30150,21,1481251,1596486,427812,1649273,1427920,542,627853,2792052,3525954,60606,62,1481303,1596535,448116,1649320,1427974,542,628256,2812054,3544996,57480,60,1481383,1596632,466981,1649421,1428050,542,628803,2830549,3558026,45610,50,1481405,1596678,479943,1649454,1428085,542,630071,2842311,3546808,880,4,1481384,1596642,468782,1649429,1428053,542,628804,2832360,3566224,42440,44,1481430,1596704,488090,1649483,1428107,542,630443,2850137,3570464,33140,37,1481459,1596724,492281,1649514,1428125,542,630837,2853983,3571547,19500,21,1481462,1596730,493355,1649518,1428130,542,631098,2854805,3571697,8680,11,1481463,1596732,493502,1649520,1428131,542,631227,2854826,3589272,46380,62,1481491,1596798,510983,1649566,1428179,542,631497,2872131
196,GJ,Gujarat,GJ_Tapi,Tapi,Tapi,1443376,33089,105,624189,622030,197157,644661,601391,167,178049,1228598,1444322,15805,53,624189,622033,198100,644663,601392,167,178053,1229540,1454473,34822,109,624264,622161,208048,644761,601497,167,178561,1239113,1465532,37480,112,624327,622439,218766,644947,601652,167,179132,1249421,1474886,37184,110,624336,622539,228011,645008,601700,167,179652,1258234,1485584,36821,108,624426,622777,238381,645174,601862,167,180160,1268317,1498624,39127,106,624771,622926,250927,645393,602137,167,180575,1280612,1508107,35553,102,624793,623006,260308,645455,602177,167,180925,1289735,1509423,22665,65,624794,623011,261618,645459,602179,167,181053,1290923,1519409,33958,101,624827,623070,271512,645506,602224,167,181543,1300377,1527692,33498,100,624870,623193,279629,645589,602307,167,181882,1308282,1528270,22345,72,624872,623196,280202,645593,602308,167,181970,1308772,1535125,31328,91,624917,623394,286814,645729,602415,167,182324,1315208,1539298,38039,99,625128,623536,290634,645915,602582,167,182598,1318850,1542630,29868,83,625239,623608,293783,646018,602662,167,182912,1321825,1539552,14970,40,625177,623544,290831,645952,602602,167,182708,1318994,1552106,36788,96,625302,623818,302986,646145,602808,167,182968,1331198,1561678,34859,93,625479,624106,312093,646408,603010,167,183193,1340344,1568415,33687,93,625564,624183,318668,646490,603090,167,183499,1346737,1573390,31183,91,625642,624391,323357,646642,603224,167,183572,1351535,1580190,31403,88,625647,624421,330122,646658,603243,167,183591,1358314
