Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
11/05/2021,Uttarakhand,1814212,660526,2474738,
11/05/2021,West Bengal,8785144,3361343,12146487,
11/05/2021,Miscellaneous,1695473,1385222,3080695,
11/05/2021,Total,136619734,38616257,175235991,
12/05/2021,Andaman and Nicobar Islands,98564,14245,112809,
12/05/2021,Andhra Pradesh,5330276,2043245,7373521,
12/05/2021,Arunachal Pradesh,212634,76499,289133,
12/05/2021,Assam,2499093,714213,3213306,
12/05/2021,Bihar,6638656,1628241,8266897,
12/05/2021,Chandigarh,195168,69769,264937,
12/05/2021,Chhattisgarh,4957168,984556,5941724,
12/05/2021,Dadra and Nagar Haveli and Daman and Diu,83082,22822,105904,
12/05/2021,Delhi,3277102,966756,4243858,
12/05/2021,Goa,320771,88926,409697,
12/05/2021,Gujarat,10860213,3715416,14575629,
12/05/2021,Haryana,3769135,839944,4609079,
12/05/2021,Himachal Pradesh,1708753,401731,2110484,
12/05/2021,Jammu and Kashmir,2251992,518548,2770540,
12/05/2021,Jharkhand,2741173,630878,3372051,
12/05/2021,Karnataka,8599750,2305369,10905119,
12/05/2021,Kerala,6227392,1927844,8155236,
12/05/2021,Ladakh,84923,37003,121926,
12/05/2021,Lakshadweep,20519,6448,26967,
12/05/2021,Madhya Pradesh,7273080,1585930,8859010,
12/05/2021,Maharashtra,15154480,3811996,18966476,
12/05/2021,Manipur,288458,69225,357683,
12/05/2021,Meghalaya,302280,72250,374530,
12/05/2021,Mizoram,235142,50405,285547,
12/05/2021,Nagaland,177837,50247,228084,
12/05/2021,Odisha,5098052,1350572,6448624,
12/05/2021,Puducherry,177642,45919,223561,
12/05/2021,Punjab,3389032,683655,4072687,
12/05/2021,Rajasthan,11793385,2898602,14691987,
12/05/2021,Sikkim,164479,57477,221956,
12/05/2021,Tamil Nadu,4937244,1801679,6738923,
12/05/2021,Telangana,4380920,1007437,5388357,
12/05/2021,Tripura,936558,498748,1435306,
12/05/2021,Uttar Pradesh,11134848,3006688,14141536,
12/05/2021,Uttarakhand,1841778,666114,2507892,
12/05/2021,West Bengal,8799321,3514495,12313816,
12/05/2021,Miscellaneous,1697480,1391984,3089464,
12/05/2021,Total,137658380,39555876,177214256,
13/05/2021,Andaman and Nicobar Islands,98828,14618,113446,
13/05/2021,Andhra Pradesh,5332845,2080601,7413446,
13/05/2021,Arunachal Pradesh,214480,77223,291703,
13/05/2021,Assam,2535166,723125,3258291,
13/05/2021,Bihar,6764692,1647942,8412634,
13/05/2021,Chandigarh,198100,70928,269028,
13/05/2021,Chhattisgarh,4966175,1015880,5982055,
13/05/2021,Dadra and Nagar Haveli and Daman and Diu,85179,23652,108831,
13/05/2021,Delhi,3360072,1007326,4367398,
13/05/2021,Goa,325994,90824,416818,
13/05/2021,Gujarat,10945378,3815327,14760705,
13/05/2021,Haryana,3827652,872509,4700161,
13/05/2021,Himachal Pradesh,1722220,417413,2139633,
13/05/2021,Jammu and Kashmir,2255270,520482,2775752,
13/05/2021,Jharkhand,2750542,643953,3394495,
13/05/2021,Karnataka,8644671,2349633,10994304,
13/05/2021,Kerala,6236840,1944711,8181551,
13/05/2021,Ladakh,85330,37110,122440,
13/05/2021,Lakshadweep,20554,6485,27039,
13/05/2021,Madhya Pradesh,7333275,1629753,8963028,
13/05/2021,Maharashtra,15287399,4025544,19312943,
13/05/2021,Manipur,294064,69492,363556,
13/05/2021,Meghalaya,311546,73293,384839,
13/05/2021,Mizoram,236835,50700,287535,
13/05/2021,Nagaland,179882,51321,231203,
13/05/2021,Odisha,5126334,1370906,6497240,
13/05/2021,Puducherry,178414,47682,226096,
13/05/2021,Punjab,3414625,693559,4108184,
13/05/2021,Rajasthan,11858172,2940742,14798914,
13/05/2021,Sikkim,164686,59026,223712,
13/05/2021,Tamil Nadu,4978091,1844743,6822834,
13/05/2021,Telangana,4383334,1036096,5419430,
13/05/2021,Tripura,939723,502556,1442279,
13/05/2021,Uttar Pradesh,11280730,3112966,14393696,
13/05/2021,Uttarakhand,1868151,670832,2538983,
13/05/2021,West Bengal,8814904,3642664,12457568,
13/05/2021,Miscellaneous,1699273,1397541,3096814,
13/05/2021,Total,138719426,40579158,179298584,
14/05/2021,Andaman and Nicobar Islands,98837,14618,113455,
14/05/2021,Andhra Pradesh,5333983,2094993,7428976,
14/05/2021,Arunachal Pradesh,215661,77566,293227,
14/05/2021,Assam,2556805,726365,3283170,
14/05/2021,Bihar,6888249,1661464,8549713,
14/05/2021,Chandigarh,201426,72118,273544,
14/05/2021,Chhattisgarh,4973490,1048742,6022232,
14/05/2021,Dadra and Nagar Haveli and Daman and Diu,87618,24757,112375,
14/05/2021,Delhi,3364123,1008618,4372741,
14/05/2021,Goa,331220,92524,423744,
14/05/2021,Gujarat,10978124,3821613,14799737,
14/05/2021,Haryana,3865314,895230,4760544,
14/05/2021,Himachal Pradesh,1729593,424042,2153635,
14/05/2021,Jammu and Kashmir,2264605,526627,2791232,
14/05/2021,Jharkhand,2790722,652498,3443220,
14/05/2021,Karnataka,8659073,2406768,11065841,
14/05/2021,Kerala,6257447,1968691,8226138,
14/05/2021,Ladakh,85330,37110,122440,
14/05/2021,Lakshadweep,20555,6485,27040,
14/05/2021,Madhya Pradesh,7333762,1631210,8964972,
14/05/2021,Maharashtra,15344900,4124773,19469673,
14/05/2021,Manipur,299447,69560,369007,
14/05/2021,Meghalaya,319553,73859,393412,
14/05/2021,Mizoram,237504,50839,288343,
14/05/2021,Nagaland,180740,51642,232382,
14/05/2021,Odisha,5148647,1394107,6542754,
14/05/2021,Puducherry,179241,49101,228342,
14/05/2021,Punjab,3427100,697985,4125085,
14/05/2021,Rajasthan,11895029,2957371,14852400,
14/05/2021,Sikkim,164814,59573,224387,
14/05/2021,Tamil Nadu,5005098,1868492,6873590,
14/05/2021,Telangana,4385309,1062232,5447541,
14/05/2021,Tripura,940372,503059,1443431,
14/05/2021,Uttar Pradesh,11391619,3177256,14568875,
14/05/2021,Uttarakhand,1896860,675687,2572547,
14/05/2021,West Bengal,8824252,3676768,12501020,
14/05/2021,Miscellaneous,1699273,1397541,3096814,
14/05/2021,Total,139375695,41081884,180457579,
15/05/2021,Andaman and Nicobar Islands,99084,14910,113994,
15/05/2021,Andhra Pradesh,5336834,2165691,7502525,
15/05/2021,Arunachal Pradesh,217039,77802,294841,
15/05/2021,Assam,2609305,729717,3339022,
15/05/2021,Bihar,7024279,1674416,8698695,
15/05/2021,Chandigarh,205449,73662,279111,
15/05/2021,Chhattisgarh,4980661,1077019,6057680,
15/05/2021,Dadra and Nagar Haveli and Daman and Diu,90469,25850,116319,
15/05/2021,Delhi,3444325,1046467,4490792,
15/05/2021,Goa,340203,94196,434399,
15/05/2021,Gujarat,11009944,3822778,14832722,
15/05/2021,Haryana,3904860,907999,4812859,
15/05/2021,Himachal Pradesh,1744944,432563,2177507,
15/05/2021,Jammu and Kashmir,2275190,531925,2807115,
15/05/2021,Jharkhand,2839955,661850,3501805,
15/05/2021,Karnataka,8677725,2491720,11169445,
15/05/2021,Kerala,6391566,1990802,8382368,
15/05/2021,Ladakh,86271,37249,123520,
15/05/2021,Lakshadweep,20566,6490,27056,
15/05/2021,Madhya Pradesh,7394717,1688118,9082835,
15/05/2021,Maharashtra,15465331,4198732,19664063,
15/05/2021,Manipur,306289,69694,375983,
15/05/2021,Meghalaya,324550,74040,398590,
15/05/2021,Mizoram,238195,50900,289095,
15/05/2021,Nagaland,181013,51721,232734,
15/05/2021,Odisha,5174669,1402964,6577633,
15/05/2021,Puducherry,180433,50370,230803,
15/05/2021,Punjab,3440578,701769,4142347,
15/05/2021,Rajasthan,12015027,2976398,14991425,
15/05/2021,Sikkim,164899,59584,224483,
15/05/2021,Tamil Nadu,5034258,1894071,6928329,
15/05/2021,Telangana,4385414,1062391,5447805,
15/05/2021,Tripura,941806,503826,1445632,
15/05/2021,Uttar Pradesh,11508030,3256912,14764942,
15/05/2021,Uttarakhand,1923811,679909,2603720,
15/05/2021,West Bengal,8846834,3714322,12561156,
15/05/2021,Miscellaneous,1699273,1397541,3096814,
15/05/2021,Total,119960676,35857301,182220164,
16/05/2021,Andaman and Nicobar Islands,99085,14921,114006,
16/05/2021,Andhra Pradesh,5337775,2175256,7513031,
16/05/2021,Arunachal Pradesh,217451,77805,295256,
16/05/2021,Assam,2648044,730261,3378305,
16/05/2021,Bihar,7148062,1676244,8824306,
16/05/2021,Chandigarh,206540,73676,280216,
16/05/2021,Chhattisgarh,4983782,1078265,6062047,
16/05/2021,Dadra and Nagar Haveli and Daman and Diu,93571,25866,119437,
16/05/2021,Delhi,3523829,1057950,4581779,
16/05/2021,Goa,342573,94247,436820,
16/05/2021,Gujarat,11040205,3823346,14863551,
16/05/2021,Haryana,3946312,910016,4856328,
16/05/2021,Himachal Pradesh,1748284,432715,2180999,
16/05/2021,Jammu and Kashmir,2283447,532105,2815552,
16/05/2021,Jharkhand,2881446,663509,3544955,
16/05/2021,Karnataka,8691217,2500492,11191709,
16/05/2021,Kerala,6418962,1996495,8415457,
16/05/2021,Ladakh,86271,37249,123520,
16/05/2021,Lakshadweep,20588,6494,27082,
16/05/2021,Madhya Pradesh,7394957,1688763,9083720,
16/05/2021,Maharashtra,15512475,4220839,19733314,
16/05/2021,Manipur,306746,69699,376445,
16/05/2021,Meghalaya,327661,74047,401708,
16/05/2021,Mizoram,238215,50900,289115,
16/05/2021,Nagaland,181266,51728,232994,
16/05/2021,Odisha,5176084,1402985,6579069,
16/05/2021,Puducherry,180976,50429,231405,
16/05/2021,Punjab,3445447,702784,4148231,
16/05/2021,Rajasthan,12128406,2978191,15106597,
16/05/2021,Sikkim,165261,59585,224846,
16/05/2021,Tamil Nadu,5043505,1898439,6941944,
16/05/2021,Telangana,4385414,1062391,5447805,
16/05/2021,Tripura,942167,504009,1446176,
16/05/2021,Uttar Pradesh,11509435,3257469,14766904,
16/05/2021,Uttarakhand,1941293,680073,2621366,
16/05/2021,West Bengal,8850282,3716314,12566596,
16/05/2021,Miscellaneous,1700736,1403133,3103869,
16/05/2021,Total,141147770,41778690,182926460,
17/05/2021,Andaman and Nicobar Islands,99514,14926,114440,
17/05/2021,Andhra Pradesh,5344541,2224905,7569446,
17/05/2021,Arunachal Pradesh,222938,77835,300773,
17/05/2021,Assam,2708136,740123,3448259,
17/05/2021,Bihar,7254529,1682392,8936921,
17/05/2021,Chandigarh,210801,73928,284729,
17/05/2021,Chhattisgarh,4988526,1080104,6068630,
17/05/2021,Dadra and Nagar Haveli and Daman and Diu,96333,25872,122205,
17/05/2021,Delhi,3617488,1077528,4695016,
17/05/2021,Goa,348457,94347,442804,
17/05/2021,Gujarat,11040435,3823422,14863857,
17/05/2021,Haryana,4005701,913102,4918803,
17/05/2021,Himachal Pradesh,1771369,432780,2204149,
17/05/2021,Jammu and Kashmir,2297300,532718,2830018,
17/05/2021,Jharkhand,2934368,665327,3599695,
17/05/2021,Karnataka,8759169,2521102,11280271,
17/05/2021,Kerala,6474733,2008215,8482948,
17/05/2021,Ladakh,87124,37252,124376,
17/05/2021,Lakshadweep,20702,6513,27215,
17/05/2021,Madhya Pradesh,7465455,1708577,9174032,
17/05/2021,Maharashtra,15584197,4249319,19833516,
17/05/2021,Manipur,315385,69770,385155,
17/05/2021,Meghalaya,334321,74078,408399,
17/05/2021,Mizoram,240098,50902,291000,
17/05/2021,Nagaland,185316,51742,237058,
17/05/2021,Odisha,5228704,1410472,6639176,
17/05/2021,Puducherry,181942,50570,232512,
17/05/2021,Punjab,3452562,704463,4157025,
17/05/2021,Rajasthan,12287103,2982610,15269713,
17/05/2021,Sikkim,165974,59606,225580,
17/05/2021,Tamil Nadu,5083368,1912112,6995480,
17/05/2021,Telangana,4385864,1062599,5448463,
17/05/2021,Tripura,949974,504066,1454040,
17/05/2021,Uttar Pradesh,11721943,3275889,14997832,
17/05/2021,Uttarakhand,1969899,680224,2650123,
17/05/2021,West Bengal,8891796,3736383,12628179,
17/05/2021,Miscellaneous,1702162,1409149,3111311,
17/05/2021,Total,142428227,42024922,184453149,
18/05/2021,Andaman and Nicobar Islands,99792,14929,114721,
18/05/2021,Andhra Pradesh,5349866,2279714,7629580,
18/05/2021,Arunachal Pradesh,228541,77880,306421,
18/05/2021,Assam,2759467,748119,3507586,
18/05/2021,Bihar,7323327,1690243,9013570,
18/05/2021,Chandigarh,214399,74107,288506,
18/05/2021,Chhattisgarh,4993070,1081314,6074384,
18/05/2021,Dadra and Nagar Haveli and Daman and Diu,96768,25877,122645,
18/05/2021,Delhi,3706105,1094619,4800724,
18/05/2021,Goa,355380,94422,449802,
18/05/2021,Gujarat,11040715,3823467,14864182,
18/05/2021,Haryana,4066917,915973,4982890,
18/05/2021,Himachal Pradesh,1792687,432884,2225571,
18/05/2021,Jammu and Kashmir,2309920,533068,2842988,
18/05/2021,Jharkhand,2984496,666485,3650981,
18/05/2021,Karnataka,8828574,2532660,11361234,
18/05/2021,Kerala,6519860,2016073,8535933,
18/05/2021,Ladakh,88110,37256,125366,
18/05/2021,Lakshadweep,20957,6521,27478,
18/05/2021,Madhya Pradesh,7468995,1711025,9180020,
18/05/2021,Maharashtra,15669832,4269980,19939812,
18/05/2021,Manipur,320211,69848,390059,
18/05/2021,Meghalaya,339301,74091,413392,
18/05/2021,Mizoram,242712,50908,293620,
18/05/2021,Nagaland,190693,51763,242456,
18/05/2021,Odisha,5327488,1417510,6744998,
18/05/2021,Puducherry,182786,50641,233427,
18/05/2021,Punjab,3457841,706941,4164782,
18/05/2021,Rajasthan,12411685,2987117,15398802,
18/05/2021,Sikkim,166701,59610,226311,
18/05/2021,Tamil Nadu,5118546,1922153,7040699,
18/05/2021,Telangana,4386463,1063960,5450423,
18/05/2021,Tripura,970370,504172,1474542,
18/05/2021,Uttar Pradesh,11918603,3289048,15207651,
18/05/2021,Uttarakhand,1993013,680283,2673296,
18/05/2021,West Bengal,8935993,3754843,12690836,
18/05/2021,Miscellaneous,1703718,1415896,3119614,
18/05/2021,Total,143583902,42225400,185809302,
19/05/2021,Andaman and Nicobar Islands,100295,14941,115236,
19/05/2021,Andhra Pradesh,5356609,2303986,7660595,
19/05/2021,Arunachal Pradesh,233711,77888,311599,
19/05/2021,Assam,2792170,752691,3544861,
19/05/2021,Bihar,7371620,1696450,9068070,
19/05/2021,Chandigarh,218104,74202,292306,
19/05/2021,Chhattisgarh,4997711,1082817,6080528,
19/05/2021,Dadra and Nagar Haveli and Daman and Diu,99699,25880,125579,
19/05/2021,Delhi,3767910,1101743,4869653,
19/05/2021,Goa,362946,94502,457448,
19/05/2021,Gujarat,11042079,3823515,14865594,
19/05/2021,Haryana,4117596,918335,5035931,
19/05/2021,Himachal Pradesh,1808316,432947,2241263,
19/05/2021,Jammu and Kashmir,2317478,533198,2850676,
19/05/2021,Jharkhand,3032897,668230,3701127,
19/05/2021,Karnataka,8896780,2546400,11443180,
19/05/2021,Kerala,6534948,2018250,8553198,
19/05/2021,Ladakh,89337,37256,126593,
19/05/2021,Lakshadweep,21168,6541,27709,
19/05/2021,Madhya Pradesh,7594466,1724085,9318551,
19/05/2021,Maharashtra,15743864,4297784,20041648,
19/05/2021,Manipur,328621,69915,398536,
19/05/2021,Meghalaya,343029,74107,417136,
19/05/2021,Mizoram,245986,50911,296897,
19/05/2021,Nagaland,192775,51772,244547,
19/05/2021,Odisha,5395085,1424553,6819638,
19/05/2021,Puducherry,183733,50683,234416,
19/05/2021,Punjab,3477087,708758,4185845,
19/05/2021,Rajasthan,12486000,2992846,15478846,
19/05/2021,Sikkim,168186,59610,227796,
19/05/2021,Tamil Nadu,5152220,1930160,7082380,
19/05/2021,Telangana,4386757,1066629,5453386,
19/05/2021,Tripura,978951,504185,1483136,
19/05/2021,Uttar Pradesh,12091369,3298622,15389991,
19/05/2021,Uttarakhand,2005269,680315,2685584,
19/05/2021,West Bengal,8983654,3770294,12753948,
19/05/2021,Miscellaneous,1705244,1421121,3126365,
19/05/2021,Total,144623670,42386122,187009792,
20/05/2021,Andaman and Nicobar Islands,102026,15149,117175,
20/05/2021,Andhra Pradesh,5539622,2317398,7857020,
20/05/2021,Arunachal Pradesh,240174,77918,318092,
20/05/2021,Assam,2859742,760376,3620118,
20/05/2021,Bihar,7648604,1714512,9363116,
20/05/2021,Chandigarh,227700,74308,302008,
20/05/2021,Chhattisgarh,5725589,1087151,6812740,
20/05/2021,Dadra and Nagar Haveli and Daman and Diu,107689,25901,133590,
20/05/2021,Delhi,3847988,1123011,4970999,
20/05/2021,Goa,371936,94552,466488,
20/05/2021,Gujarat,11321155,3855643,15176798,
20/05/2021,Haryana,4266919,931272,5198191,
20/05/2021,Himachal Pradesh,1870868,432961,2303829,
20/05/2021,Jammu and Kashmir,2370353,534917,2905270,
20/05/2021,Jharkhand,3117897,672827,3790724,
20/05/2021,Karnataka,9227485,2571677,11799162,
20/05/2021,Kerala,6578076,2019206,8597282,
20/05/2021,Ladakh,91095,37257,128352,
20/05/2021,Lakshadweep,22186,6872,29058,
20/05/2021,Madhya Pradesh,7798297,1735218,9533515,
20/05/2021,Maharashtra,16123408,4341785,20465193,
20/05/2021,Manipur,333270,69979,403249,
20/05/2021,Meghalaya,349881,74124,424005,
20/05/2021,Mizoram,250241,50978,301219,
20/05/2021,Nagaland,194818,51838,246656,
20/05/2021,Odisha,5532422,1431856,6964278,
20/05/2021,Puducherry,189089,50775,239864,
20/05/2021,Punjab,3803444,715874,4519318,
20/05/2021,Rajasthan,12702212,3006023,15708235,
20/05/2021,Sikkim,171353,59615,230968,
20/05/2021,Tamil Nadu,5328541,1952159,7280700,
20/05/2021,Telangana,4452048,1070313,5522361,
20/05/2021,Tripura,1020480,506727,1527207,
20/05/2021,Uttar Pradesh,12499628,3314026,15813654,
20/05/2021,Uttarakhand,2062874,680791,2743665,
20/05/2021,West Bengal,9145516,3787295,12932811,
20/05/2021,Miscellaneous,1706694,1425899,3132593,
20/05/2021,Total,149201320,42678183,191879503,
21/05/2021,Andaman and Nicobar Islands,102792,15151,117943,
21/05/2021,Andhra Pradesh,5548611,2339645,7888256,
21/05/2021,Arunachal Pradesh,243357,77928,321285,
21/05/2021,Assam,2897835,767198,3665033,
21/05/2021,Bihar,7737203,1721463,9458666,
21/05/2021,Chandigarh,231897,74413,306310,
21/05/2021,Chhattisgarh,5755505,1088949,6844454,
21/05/2021,Dadra and Nagar Haveli and Daman and Diu,114093,25901,139994,
21/05/2021,Delhi,3889621,1131811,5021432,
21/05/2021,Goa,380691,94635,475326,
21/05/2021,Gujarat,11406798,3871340,15278138,
21/05/2021,Haryana,4344885,938276,5283161,
21/05/2021,Himachal Pradesh,1889598,433056,2322654,
21/05/2021,Jammu and Kashmir,2383047,535660,2918707,
21/05/2021,Jharkhand,3164290,674849,3839139,
21/05/2021,Karnataka,9301288,2600983,11902271,
21/05/2021,Kerala,6592745,2019936,8612681,
21/05/2021,Ladakh,93205,37257,130462,
21/05/2021,Lakshadweep,22586,6912,29498,
21/05/2021,Madhya Pradesh,7888178,1742920,9631098,
21/05/2021,Maharashtra,16222952,4364605,20587557,
21/05/2021,Manipur,339924,70024,409948,
21/05/2021,Meghalaya,355598,74146,429744,
21/05/2021,Mizoram,252192,50982,303174,
21/05/2021,Nagaland,195377,51843,247220,
21/05/2021,Odisha,5578382,1436139,7014521,
21/05/2021,Puducherry,191390,50790,242180,
21/05/2021,Punjab,3872115,720220,4592335,
21/05/2021,Rajasthan,12800659,3015797,15816456,
21/05/2021,Sikkim,173078,59627,232705,
21/05/2021,Tamil Nadu,5364809,1957146,7321955,
21/05/2021,Telangana,4452449,1070665,5523114,
21/05/2021,Tripura,1027700,506752,1534452,
21/05/2021,Uttar Pradesh,12699287,3329388,16028675,
21/05/2021,Uttarakhand,2077777,680831,2758608,
21/05/2021,West Bengal,9201086,3802876,13003962,
21/05/2021,Miscellaneous,1708478,1431227,3139705,
21/05/2021,Total,150501478,42871341,193372819,
22/05/2021,Andaman and Nicobar Islands,103602,15152,118754,
22/05/2021,Andhra Pradesh,5558500,2347240,7905740,
22/05/2021,Arunachal Pradesh,245141,78008,323149,
22/05/2021,Assam,2937340,777418,3714758,
22/05/2021,Bihar,7787248,1729492,9516740,
22/05/2021,Chandigarh,237552,74612,312164,
22/05/2021,Chhattisgarh,5781423,1090639,6872062,
22/05/2021,Dadra and Nagar Haveli and Daman and Diu,120336,25903,146239,
22/05/2021,Delhi,3934347,1151356,5085703,
22/05/2021,Goa,389208,94659,483867,
22/05/2021,Gujarat,11503498,3897285,15400783,
22/05/2021,Haryana,4405946,945293,5351239,
22/05/2021,Himachal Pradesh,1901107,433106,2334213,
22/05/2021,Jammu and Kashmir,2417120,537331,2954451,
22/05/2021,Jharkhand,3199634,676560,3876194,
22/05/2021,Karnataka,9398118,2615897,12014015,
22/05/2021,Kerala,6621927,2019981,8641908,
22/05/2021,Ladakh,94804,37257,132061,
22/05/2021,Lakshadweep,23057,6920,29977,
22/05/2021,Madhya Pradesh,8023061,1752756,9775817,
22/05/2021,Maharashtra,16324914,4385997,20710911,
22/05/2021,Manipur,343656,70061,413717,
22/05/2021,Meghalaya,360213,74149,434362,
22/05/2021,Mizoram,252195,50982,303177,
22/05/2021,Nagaland,195477,51845,247322,
22/05/2021,Odisha,5659104,1440698,7099802,
22/05/2021,Puducherry,193724,50857,244581,
22/05/2021,Punjab,3964961,726121,4691082,
22/05/2021,Rajasthan,12914866,3025727,15940593,
22/05/2021,Sikkim,174661,59629,234290,
22/05/2021,Tamil Nadu,5410694,1961304,7371998,
22/05/2021,Telangana,4452963,1073098,5526061,
22/05/2021,Tripura,1044024,506794,1550818,
22/05/2021,Uttar Pradesh,12897520,3344183,16241703,
22/05/2021,Uttarakhand,2091453,680913,2772366,
22/05/2021,West Bengal,9272120,3814427,13086547,
22/05/2021,Miscellaneous,1709757,1435263,3145020,
22/05/2021,Total,151945271,43058913,195004184,
23/05/2021,Andaman and Nicobar Islands,103987,15152,119139,
23/05/2021,Andhra Pradesh,5565294,2349884,7915178,
23/05/2021,Arunachal Pradesh,245968,78008,323976,
23/05/2021,Assam,2972428,780858,3753286,
23/05/2021,Bihar,7945059,1734049,9679108,
23/05/2021,Chandigarh,240743,74614,315357,
23/05/2021,Chhattisgarh,5797691,1091581,6889272,
23/05/2021,Dadra and Nagar Haveli and Daman and Diu,124988,25904,150892,
23/05/2021,Delhi,3940310,1151602,5091912,
23/05/2021,Goa,390864,94683,485547,
23/05/2021,Gujarat,11596019,3919162,15515181,
23/05/2021,Haryana,4439693,950206,5389899,
23/05/2021,Himachal Pradesh,1903308,433118,2336426,
23/05/2021,Jammu and Kashmir,2435402,537975,2973377,
23/05/2021,Jharkhand,3243536,678491,3922027,
23/05/2021,Karnataka,9468279,2620370,12088649,
23/05/2021,Kerala,6627947,2019976,8647923,
23/05/2021,Ladakh,94876,37257,132133,
23/05/2021,Lakshadweep,24207,6926,31133,
23/05/2021,Madhya Pradesh,8196353,1754446,9950799,
23/05/2021,Maharashtra,16370365,4389828,20760193,
23/05/2021,Manipur,343680,70061,413741,
23/05/2021,Meghalaya,361472,74149,435621,
23/05/2021,Mizoram,252190,50982,303172,
23/05/2021,Nagaland,195650,51845,247495,
23/05/2021,Odisha,5675171,1440858,7116029,
23/05/2021,Puducherry,195178,50854,246032,
23/05/2021,Punjab,4021416,730329,4751745,
23/05/2021,Rajasthan,13003735,3030032,16033767,
23/05/2021,Sikkim,174662,59629,234291,
23/05/2021,Tamil Nadu,5428324,1962538,7390862,
23/05/2021,Telangana,4453573,1073412,5526985,
23/05/2021,Tripura,1046759,506808,1553567,
23/05/2021,Uttar Pradesh,12910356,3344794,16255150,
23/05/2021,Uttarakhand,2102378,681001,2783379,
23/05/2021,West Bengal,9328620,3814903,13143523,
23/05/2021,Miscellaneous,1709768,1435428,3145196,
23/05/2021,Total,152930249,43121713,196051962,
24/05/2021,Andaman and Nicobar Islands,104438,15152,119590,
24/05/2021,Andhra Pradesh,5657588,2365953,8023541,
24/05/2021,Arunachal Pradesh,248977,78030,327007,
24/05/2021,Assam,3033982,796080,3830062,
24/05/2021,Bihar,8125409,1740475,9865884,
24/05/2021,Chandigarh,245777,74645,320422,
24/05/2021,Chhattisgarh,5816399,1093424,6909823,
24/05/2021,Dadra and Nagar Haveli and Daman and Diu,130906,25908,156814,
24/05/2021,Delhi,3980899,1165939,5146838,
24/05/2021,Goa,396582,94709,491291,
24/05/2021,Gujarat,11760578,3941698,15702276,
24/05/2021,Haryana,4531426,954787,5486213,
24/05/2021,Himachal Pradesh,1924861,433145,2358006,
24/05/2021,Jammu and Kashmir,2470791,539351,3010142,
24/05/2021,Jharkhand,3291555,681065,3972620,
24/05/2021,Karnataka,9611607,2631866,12243473,
24/05/2021,Kerala,6681079,2020084,8701163,
24/05/2021,Ladakh,96799,37263,134062,
24/05/2021,Lakshadweep,24344,6933,31277,
24/05/2021,Madhya Pradesh,8406437,1762138,10168575,
24/05/2021,Maharashtra,16607417,4406325,21013742,
24/05/2021,Manipur,350818,70102,420920,
24/05/2021,Meghalaya,366491,74175,440666,
24/05/2021,Mizoram,253879,51045,304924,
24/05/2021,Nagaland,201514,51849,253363,
24/05/2021,Odisha,5782898,1445240,7228138,
24/05/2021,Puducherry,197946,50889,248835,
24/05/2021,Punjab,4076224,735870,4812094,
24/05/2021,Rajasthan,13143982,3039768,16183750,
24/05/2021,Sikkim,175952,59629,235581,
24/05/2021,Tamil Nadu,5507034,1966455,7473489,
24/05/2021,Telangana,4454220,1075607,5529827,
24/05/2021,Tripura,1052913,506924,1559837,
24/05/2021,Uttar Pradesh,13180187,3363047,16543234,
24/05/2021,Uttarakhand,2125998,681290,2807288,
24/05/2021,West Bengal,9506287,3826830,13333117,
24/05/2021,Miscellaneous,1711180,1439935,3151115,
24/05/2021,Total,155235374,43303625,198538999,
25/05/2021,Andaman and Nicobar Islands,105123,15154,120277,
25/05/2021,Andhra Pradesh,5781754,2374331,8156085,
25/05/2021,Arunachal Pradesh,250445,78100,328545,
25/05/2021,Assam,3090486,808417,3898903,
25/05/2021,Bihar,8238708,1747849,9986557,
25/05/2021,Chandigarh,248680,74683,323363,
25/05/2021,Chhattisgarh,5830242,1095115,6925357,
25/05/2021,Dadra and Nagar Haveli and Daman and Diu,136876,25913,162789,
25/05/2021,Delhi,4014576,1176447,5191023,
25/05/2021,Goa,402383,94743,497126,
25/05/2021,Gujarat,11930254,3967609,15897863,
25/05/2021,Haryana,4596092,960276,5556368,
25/05/2021,Himachal Pradesh,1943115,433243,2376358,
25/05/2021,Jammu and Kashmir,2506549,540117,3046666,
25/05/2021,Jharkhand,3328050,684219,4012269,
25/05/2021,Karnataka,9748053,2641136,12389189,
25/05/2021,Kerala,6736439,2020210,8756649,
25/05/2021,Ladakh,99023,37264,136287,
25/05/2021,Lakshadweep,24383,6935,31318,
25/05/2021,Madhya Pradesh,8412107,1763113,10175220,
25/05/2021,Maharashtra,16791838,4420595,21212433,
25/05/2021,Manipur,354004,70157,424161,
25/05/2021,Meghalaya,372110,74202,446312,
25/05/2021,Mizoram,255368,51058,306426,
25/05/2021,Nagaland,207799,51861,259660,
25/05/2021,Odisha,5876860,1448470,7325330,
25/05/2021,Puducherry,200454,50925,251379,
25/05/2021,Punjab,4108914,744101,4853015,
25/05/2021,Rajasthan,13232595,3050825,16283420,
25/05/2021,Sikkim,177224,59633,236857,
25/05/2021,Tamil Nadu,5679909,1970591,7650500,
25/05/2021,Telangana,4462036,1126648,5588684,
25/05/2021,Tripura,1058049,507029,1565078,
25/05/2021,Uttar Pradesh,13436943,3379393,16816336,
25/05/2021,Uttarakhand,2147406,681667,2829073,
25/05/2021,West Bengal,9650872,3835335,13486207,
