Vaccinated As of,State,First Dose Administered,Second Dose Administered,Total Doses Administered,Precautionary Dose Administered
25/05/2021,Miscellaneous,1713874,1445499,3159373,
25/05/2021,Total,157149593,43512863,200662456,
26/05/2021,Andaman and Nicobar Islands,105932,15154,121086,
26/05/2021,Andhra Pradesh,6076647,2383116,8459763,
26/05/2021,Arunachal Pradesh,251246,78111,329357,
26/05/2021,Assam,3121334,813577,3934911,
26/05/2021,Bihar,8309462,1754468,10063930,
26/05/2021,Chandigarh,250116,74697,324813,
26/05/2021,Chhattisgarh,5843954,1096622,6940576,
26/05/2021,Dadra and Nagar Haveli and Daman and Diu,142759,25919,168678,
26/05/2021,Delhi,4045357,1179883,5225240,
26/05/2021,Goa,408278,94783,503061,
26/05/2021,Gujarat,12095693,3991433,16087126,
26/05/2021,Haryana,4645105,964257,5609362,
26/05/2021,Himachal Pradesh,1950294,433284,2383578,
26/05/2021,Jammu and Kashmir,2554142,540479,3094621,
26/05/2021,Jharkhand,3350298,686359,4036657,
26/05/2021,Karnataka,9938507,2651330,12589837,
26/05/2021,Kerala,6767010,2020297,8787307,
26/05/2021,Ladakh,101179,37264,138443,
26/05/2021,Lakshadweep,24445,6935,31380,
26/05/2021,Madhya Pradesh,8414188,1763210,10177398,
26/05/2021,Maharashtra,16920616,4431707,21352323,
26/05/2021,Manipur,365745,70172,435917,
26/05/2021,Meghalaya,375497,74206,449703,
26/05/2021,Mizoram,256097,51060,307157,
26/05/2021,Nagaland,208821,51875,260696,
26/05/2021,Odisha,5926992,1448686,7375678,
26/05/2021,Puducherry,203180,50956,254136,
26/05/2021,Punjab,4142075,748350,4890425,
26/05/2021,Rajasthan,13305224,3058955,16364179,
26/05/2021,Sikkim,178314,59633,237947,
26/05/2021,Tamil Nadu,5940657,1973620,7914277,
26/05/2021,Telangana,4476636,1175633,5652269,
26/05/2021,Tripura,1060345,507111,1567456,
26/05/2021,Uttar Pradesh,13681405,3392753,17074158,
26/05/2021,Uttarakhand,2155996,681803,2837799,
26/05/2021,West Bengal,9717657,3836569,13554226,
26/05/2021,Miscellaneous,1714125,1446279,3160404,
26/05/2021,Total,159025328,43670546,202695874,
27/05/2021,Andaman and Nicobar Islands,106543,15157,121700,
27/05/2021,Andhra Pradesh,6646051,2394589,9040640,
27/05/2021,Arunachal Pradesh,252177,78125,330302,
27/05/2021,Assam,3162510,819055,3981565,
27/05/2021,Bihar,8356625,1759568,10116193,
27/05/2021,Chandigarh,255005,74732,329737,
27/05/2021,Chhattisgarh,5856511,1097839,6954350,
27/05/2021,Dadra and Nagar Haveli and Daman and Diu,148522,25937,174459,
27/05/2021,Delhi,4078916,1185319,5264235,
27/05/2021,Goa,414064,94820,508884,
27/05/2021,Gujarat,12265993,4019309,16285302,
27/05/2021,Haryana,4710972,972444,5683416,
27/05/2021,Himachal Pradesh,1971768,433299,2405067,
27/05/2021,Jammu and Kashmir,2613736,541062,3154798,
27/05/2021,Jharkhand,3364585,688304,4052889,
27/05/2021,Karnataka,10151884,2669729,12821613,
27/05/2021,Kerala,6878833,2022091,8900924,
27/05/2021,Ladakh,107108,37275,144383,
27/05/2021,Lakshadweep,24487,6938,31425,
27/05/2021,Madhya Pradesh,8635394,1771760,10407154,
27/05/2021,Maharashtra,17181179,4458657,21639836,
27/05/2021,Manipur,368787,70212,438999,
27/05/2021,Meghalaya,380820,74233,455053,
27/05/2021,Mizoram,257521,51070,308591,
27/05/2021,Nagaland,209583,51888,261471,
27/05/2021,Odisha,6024028,1453617,7477645,
27/05/2021,Puducherry,205967,50996,256963,
27/05/2021,Punjab,4165757,752357,4918114,
27/05/2021,Rajasthan,13361360,3064986,16426346,
27/05/2021,Sikkim,179062,59635,238697,
27/05/2021,Tamil Nadu,6230848,1978147,8208995,
27/05/2021,Telangana,4494535,1208309,5702844,
27/05/2021,Tripura,1062996,507211,1570207,
27/05/2021,Uttar Pradesh,13948710,3406590,17355300,
27/05/2021,Uttarakhand,2174819,682047,2856866,
27/05/2021,West Bengal,9886306,3842006,13728312,
27/05/2021,Miscellaneous,1716130,1451255,3167385,
27/05/2021,Total,161850092,43870568,205720660,
28/05/2021,Andaman and Nicobar Islands,107301,15162,122463,
28/05/2021,Andhra Pradesh,7075808,2412785,9488593,
28/05/2021,Arunachal Pradesh,253267,78208,331475,
28/05/2021,Assam,3203869,823443,4027312,
28/05/2021,Bihar,8386351,1764654,10151005,
28/05/2021,Chandigarh,259618,74826,334444,
28/05/2021,Chhattisgarh,5869748,1099997,6969745,
28/05/2021,Dadra and Nagar Haveli and Daman and Diu,154694,25951,180645,
28/05/2021,Delhi,4099366,1188733,5288099,
28/05/2021,Goa,420094,94885,514979,
28/05/2021,Gujarat,12446432,4056693,16503125,
28/05/2021,Haryana,4769161,980559,5749720,
28/05/2021,Himachal Pradesh,1985472,433542,2419014,
28/05/2021,Jammu and Kashmir,2662281,541852,3204133,
28/05/2021,Jharkhand,3391076,693382,4084458,
28/05/2021,Karnataka,10390751,2698966,13089717,
28/05/2021,Kerala,7021207,2024952,9046159,
28/05/2021,Ladakh,112811,37278,150089,
28/05/2021,Lakshadweep,24725,6941,31666,
28/05/2021,Madhya Pradesh,8852109,1777662,10629771,
28/05/2021,Maharashtra,17426603,4487246,21913849,
28/05/2021,Manipur,373859,70273,444132,
28/05/2021,Meghalaya,385582,74281,459863,
28/05/2021,Mizoram,260316,51085,311401,
28/05/2021,Nagaland,210301,51920,262221,
28/05/2021,Odisha,6138143,1464054,7602197,
28/05/2021,Puducherry,209110,51051,260161,
28/05/2021,Punjab,4180268,756550,4936818,
28/05/2021,Rajasthan,13474390,3078637,16553027,
28/05/2021,Sikkim,179121,59648,238769,
28/05/2021,Tamil Nadu,6523932,1995551,8519483,
28/05/2021,Telangana,4573867,1229488,5803355,
28/05/2021,Tripura,1067107,507489,1574596,
28/05/2021,Uttar Pradesh,14243499,3424389,17667888,
28/05/2021,Uttarakhand,2192106,682624,2874730,
28/05/2021,West Bengal,10137192,3852295,13989487,
28/05/2021,Miscellaneous,1717716,1456140,3173856,
28/05/2021,Total,164779253,44123192,208902445,
29/05/2021,Andaman and Nicobar Islands,108314,15166,123480,
29/05/2021,Andhra Pradesh,7270166,2481682,9751848,
29/05/2021,Arunachal Pradesh,254387,78270,332657,
29/05/2021,Assam,3246474,827224,4073698,
29/05/2021,Bihar,8430150,1773194,10203344,
29/05/2021,Chandigarh,264562,74854,339416,
29/05/2021,Chhattisgarh,5878553,1102124,6980677,
29/05/2021,Dadra and Nagar Haveli and Daman and Diu,160637,25958,186595,
29/05/2021,Delhi,4138523,1203863,5342386,
29/05/2021,Goa,426504,94961,521465,
29/05/2021,Gujarat,12629180,4090179,16719359,
29/05/2021,Haryana,4815133,988326,5803459,
29/05/2021,Himachal Pradesh,1996121,433608,2429729,
29/05/2021,Jammu and Kashmir,2699374,542836,3242210,
29/05/2021,Jharkhand,3423927,700325,4124252,
29/05/2021,Karnataka,10621578,2720968,13342546,
29/05/2021,Kerala,7160260,2044763,9205023,
29/05/2021,Ladakh,116833,37279,154112,
29/05/2021,Lakshadweep,25237,6944,32181,
29/05/2021,Madhya Pradesh,9095772,1784230,10880002,
29/05/2021,Maharashtra,17699104,4521400,22220504,
29/05/2021,Manipur,380673,70336,451009,
29/05/2021,Meghalaya,389325,74321,463646,
29/05/2021,Mizoram,262293,51087,313380,
29/05/2021,Nagaland,210545,51930,262475,
29/05/2021,Odisha,6236232,1470637,7706869,
29/05/2021,Puducherry,212331,51110,263441,
29/05/2021,Punjab,4216868,761752,4978620,
29/05/2021,Rajasthan,13666242,3091104,16757346,
29/05/2021,Sikkim,179179,59653,238832,
29/05/2021,Tamil Nadu,6782968,2013165,8796133,
29/05/2021,Telangana,4667791,1245295,5913086,
29/05/2021,Tripura,1080642,507573,1588215,
29/05/2021,Uttar Pradesh,14542802,3449797,17992599,
29/05/2021,Uttarakhand,2207776,683083,2890859,
29/05/2021,West Bengal,10403305,3864000,14267305,
29/05/2021,Miscellaneous,1717716,1456140,3173856,
29/05/2021,Total,167617477,44449137,212066614,
30/05/2021,Andaman and Nicobar Islands,108556,15166,123722,
30/05/2021,Andhra Pradesh,7282314,2484464,9766778,
30/05/2021,Arunachal Pradesh,254719,78272,332991,
30/05/2021,Assam,3264939,828758,4093697,
30/05/2021,Bihar,8465262,1779574,10244836,
30/05/2021,Chandigarh,268422,74857,343279,
30/05/2021,Chhattisgarh,5884836,1103284,6988120,
30/05/2021,Dadra and Nagar Haveli and Daman and Diu,163805,25959,189764,
30/05/2021,Delhi,4147862,1204281,5352143,
30/05/2021,Goa,429365,94979,524344,
30/05/2021,Gujarat,12785874,4114789,16900663,
30/05/2021,Haryana,4839906,990430,5830336,
30/05/2021,Himachal Pradesh,1997445,433612,2431057,
30/05/2021,Jammu and Kashmir,2721398,543404,3264802,
30/05/2021,Jharkhand,3450499,704510,4155009,
30/05/2021,Karnataka,10703028,2730250,13433278,
30/05/2021,Kerala,7180189,2050547,9230736,
30/05/2021,Ladakh,116853,37279,154132,
30/05/2021,Lakshadweep,25903,6945,32848,
30/05/2021,Madhya Pradesh,9112557,1784434,10896991,
30/05/2021,Maharashtra,17774757,4532241,22306998,
30/05/2021,Manipur,380866,70337,451203,
30/05/2021,Meghalaya,389872,74324,464196,
30/05/2021,Mizoram,262364,51087,313451,
30/05/2021,Nagaland,210628,51930,262558,
30/05/2021,Odisha,6255145,1470658,7725803,
30/05/2021,Puducherry,214450,51138,265588,
30/05/2021,Punjab,4244474,765153,5009627,
30/05/2021,Rajasthan,13763262,3098305,16861567,
30/05/2021,Sikkim,179179,59653,238832,
30/05/2021,Tamil Nadu,6872673,2018876,8891549,
30/05/2021,Telangana,4731033,1248050,5979083,
30/05/2021,Tripura,1094440,507578,1602018,
30/05/2021,Uttar Pradesh,14558288,3450316,18008604,
30/05/2021,Uttarakhand,2217786,683288,2901074,
30/05/2021,West Bengal,10542706,3865890,14408596,
30/05/2021,Miscellaneous,1717716,1456140,3173856,
30/05/2021,Total,168613371,44540758,213154129,
31/05/2021,Andaman and Nicobar Islands,109084,15181,124265,
31/05/2021,Andhra Pradesh,7350968,2512379,9863347,
31/05/2021,Arunachal Pradesh,255589,78329,333918,
31/05/2021,Assam,3304145,833156,4137301,
31/05/2021,Bihar,8514462,1791507,10305969,
31/05/2021,Chandigarh,274422,74901,349323,
31/05/2021,Chhattisgarh,5892189,1105870,6998059,
31/05/2021,Dadra and Nagar Haveli and Daman and Diu,170055,25974,196029,
31/05/2021,Delhi,4185072,1224334,5409406,
31/05/2021,Goa,433834,95100,528934,
31/05/2021,Gujarat,12958838,4144949,17103787,
31/05/2021,Haryana,4891726,995845,5887571,
31/05/2021,Himachal Pradesh,2022506,433621,2456127,
31/05/2021,Jammu and Kashmir,2754337,546074,3300411,
31/05/2021,Jharkhand,3483409,710024,4193433,
31/05/2021,Karnataka,10924013,2753565,13677578,
31/05/2021,Kerala,7334216,2068520,9402736,
31/05/2021,Ladakh,122247,37290,159537,
31/05/2021,Lakshadweep,26727,6946,33673,
31/05/2021,Madhya Pradesh,9375056,1792248,11167304,
31/05/2021,Maharashtra,18005790,4569691,22575481,
31/05/2021,Manipur,387473,70445,457918,
31/05/2021,Meghalaya,391357,74340,465697,
31/05/2021,Mizoram,264123,51117,315240,
31/05/2021,Nagaland,216970,51942,268912,
31/05/2021,Odisha,6378928,1477093,7856021,
31/05/2021,Puducherry,217963,51214,269177,
31/05/2021,Punjab,4274207,770462,5044669,
31/05/2021,Rajasthan,13897166,3116184,17013350,
31/05/2021,Sikkim,179263,59661,238924,
31/05/2021,Tamil Nadu,7061570,2032685,9094255,
31/05/2021,Telangana,4796912,1261921,6058833,
31/05/2021,Tripura,1103052,507671,1610723,
31/05/2021,Uttar Pradesh,14851890,3480426,18332316,
31/05/2021,Uttarakhand,2234626,683922,2918548,
31/05/2021,West Bengal,10834957,3879574,14714531,
31/05/2021,Miscellaneous,1721024,1462311,3183335,
31/05/2021,Total,171200166,44846472,216046638,
01/06/2021,Andaman and Nicobar Islands,109815,15186,125001,
01/06/2021,Andhra Pradesh,7543454,2529929,10073383,
01/06/2021,Arunachal Pradesh,258147,78397,336544,
01/06/2021,Assam,3336812,837436,4174248,
01/06/2021,Bihar,8560053,1803082,10363135,
01/06/2021,Chandigarh,280190,74933,355123,
01/06/2021,Chhattisgarh,5897444,1113067,7010511,
01/06/2021,Dadra and Nagar Haveli and Daman and Diu,175957,25990,201947,
01/06/2021,Delhi,4219039,1241241,5460280,
01/06/2021,Goa,438255,95218,533473,
01/06/2021,Gujarat,13121339,4178187,17299526,
01/06/2021,Haryana,4952721,1001332,5954053,
01/06/2021,Himachal Pradesh,2037219,433763,2470982,
01/06/2021,Jammu and Kashmir,2783305,549856,3333161,
01/06/2021,Jharkhand,3511232,715016,4226248,
01/06/2021,Karnataka,11125563,2772995,13898558,
01/06/2021,Kerala,7482792,2088912,9571704,
01/06/2021,Ladakh,126904,37291,164195,
01/06/2021,Lakshadweep,27658,6947,34605,
01/06/2021,Madhya Pradesh,9391831,1793545,11185376,
01/06/2021,Maharashtra,18216503,4616240,22832743,
01/06/2021,Manipur,391758,70520,462278,
01/06/2021,Meghalaya,393522,74370,467892,
01/06/2021,Mizoram,265115,51144,316259,
01/06/2021,Nagaland,222998,51951,274949,
01/06/2021,Odisha,6477001,1483088,7960089,
01/06/2021,Puducherry,221199,51290,272489,
01/06/2021,Punjab,4302436,775818,5078254,
01/06/2021,Rajasthan,13985177,3133405,17118582,
01/06/2021,Sikkim,179311,59673,238984,
01/06/2021,Tamil Nadu,7185963,2049689,9235652,
01/06/2021,Telangana,4869942,1272112,6142054,
01/06/2021,Tripura,1107254,507716,1614970,
01/06/2021,Uttar Pradesh,15173873,3505447,18679320,
01/06/2021,Uttarakhand,2247605,684445,2932050,
01/06/2021,West Bengal,11071085,3893629,14964714,
01/06/2021,Miscellaneous,1721024,1462311,3183335,
01/06/2021,Total,173411496,45135171,218546667,
02/06/2021,Andaman and Nicobar Islands,110314,15190,125504,
02/06/2021,Andhra Pradesh,7678110,2547794,10225904,
02/06/2021,Arunachal Pradesh,264766,78464,343230,
02/06/2021,Assam,3358720,840291,4199011,
02/06/2021,Bihar,8607110,1812319,10419429,
02/06/2021,Chandigarh,285640,74960,360600,
02/06/2021,Chhattisgarh,5901876,1117039,7018915,
02/06/2021,Dadra and Nagar Haveli and Daman and Diu,181604,26005,207609,
02/06/2021,Delhi,4249118,1249311,5498429,
02/06/2021,Goa,442339,95401,537740,
02/06/2021,Gujarat,13269427,4202315,17471742,
02/06/2021,Haryana,5021542,1004697,6026239,
02/06/2021,Himachal Pradesh,2048775,433830,2482605,
02/06/2021,Jammu and Kashmir,2812550,553591,3366141,
02/06/2021,Jharkhand,3542691,721147,4263838,
02/06/2021,Karnataka,11351062,2790867,14141929,
02/06/2021,Kerala,7572660,2103497,9676157,
02/06/2021,Ladakh,130679,37295,167974,
02/06/2021,Lakshadweep,28367,6949,35316,
02/06/2021,Madhya Pradesh,9675450,1801330,11476780,
02/06/2021,Maharashtra,18400557,4651517,23052074,
02/06/2021,Manipur,399135,70628,469763,
02/06/2021,Meghalaya,395157,74399,469556,
02/06/2021,Mizoram,265606,51152,316758,
02/06/2021,Nagaland,225133,51983,277116,
02/06/2021,Odisha,6545385,1486865,8032250,
02/06/2021,Puducherry,224480,51365,275845,
02/06/2021,Punjab,4331088,779977,5111065,
02/06/2021,Rajasthan,14080570,3150616,17231186,
02/06/2021,Sikkim,179424,59691,239115,
02/06/2021,Tamil Nadu,7277828,2061988,9339816,
02/06/2021,Telangana,4935543,1278900,6214443,
02/06/2021,Tripura,1110591,507776,1618367,
02/06/2021,Uttar Pradesh,15501696,3532960,19034656,
02/06/2021,Uttarakhand,2259267,684980,2944247,
02/06/2021,West Bengal,11278440,3902916,15181356,
02/06/2021,Miscellaneous,1722460,1468528,3190988,
02/06/2021,Total,175665160,45378533,221043693,
03/06/2021,Andaman and Nicobar Islands,110997,15198,126195,
03/06/2021,Andhra Pradesh,7783529,2554317,10337846,
03/06/2021,Arunachal Pradesh,272795,78541,351336,
03/06/2021,Assam,3392200,842935,4235135,
03/06/2021,Bihar,8762804,1820872,10583676,
03/06/2021,Chandigarh,291534,74991,366525,
03/06/2021,Chhattisgarh,5905382,1121715,7027097,
03/06/2021,Dadra and Nagar Haveli and Daman and Diu,185733,26014,211747,
03/06/2021,Delhi,4287731,1264584,5552315,
03/06/2021,Goa,448098,95603,543701,
03/06/2021,Gujarat,13427146,4232552,17659698,
03/06/2021,Haryana,5092260,1009333,6101593,
03/06/2021,Himachal Pradesh,2060033,433909,2493942,
03/06/2021,Jammu and Kashmir,2841054,557041,3398095,
03/06/2021,Jharkhand,3579293,726211,4305504,
03/06/2021,Karnataka,11592270,2810673,14402943,
03/06/2021,Kerala,7721315,2119043,9840358,
03/06/2021,Ladakh,134121,37300,171421,
03/06/2021,Lakshadweep,29382,6951,36333,
03/06/2021,Madhya Pradesh,10038819,1812241,11851060,
03/06/2021,Maharashtra,18612983,4679276,23292259,
03/06/2021,Manipur,401826,70711,472537,
03/06/2021,Meghalaya,397435,74433,471868,
03/06/2021,Mizoram,267025,51171,318196,
03/06/2021,Nagaland,227781,51998,279779,
03/06/2021,Odisha,6616809,1491547,8108356,
03/06/2021,Puducherry,227735,51443,279178,
03/06/2021,Punjab,4361990,784093,5146083,
03/06/2021,Rajasthan,14166855,3164778,17331633,
03/06/2021,Sikkim,179599,59697,239296,
03/06/2021,Tamil Nadu,7544779,2074419,9619198,
03/06/2021,Telangana,5026935,1286784,6313719,
03/06/2021,Tripura,1116702,507852,1624554,
03/06/2021,Uttar Pradesh,15869421,3561731,19431152,
03/06/2021,Uttarakhand,2276549,685595,2962144,
03/06/2021,West Bengal,11511500,3915428,15426928,
03/06/2021,Miscellaneous,1723677,1472371,3196048,
03/06/2021,Total,178486097,45623351,224109448,
04/06/2021,Andaman and Nicobar Islands,111498,15206,126704,
04/06/2021,Andhra Pradesh,8128796,2567253,10696049,
04/06/2021,Arunachal Pradesh,284306,78575,362881,
04/06/2021,Assam,3428393,845254,4273647,
04/06/2021,Bihar,8938004,1830578,10768582,
04/06/2021,Chandigarh,296949,75043,371992,
04/06/2021,Chhattisgarh,5911330,1125795,7037125,
04/06/2021,Dadra and Nagar Haveli and Daman and Diu,189705,26035,215740,
04/06/2021,Delhi,4323413,1269663,5593076,
04/06/2021,Goa,455963,95934,551897,
04/06/2021,Gujarat,13663544,4261375,17924919,
04/06/2021,Haryana,5147720,1013804,6161524,
04/06/2021,Himachal Pradesh,2075437,434078,2509515,
04/06/2021,Jammu and Kashmir,2867361,561218,3428579,
04/06/2021,Jharkhand,3644852,732219,4377071,
04/06/2021,Karnataka,11889838,2835591,14725429,
04/06/2021,Kerala,7878459,2137416,10015875,
04/06/2021,Ladakh,137687,37301,174988,
04/06/2021,Lakshadweep,30367,6960,37327,
04/06/2021,Madhya Pradesh,10395417,1818238,12213655,
04/06/2021,Maharashtra,18940778,4727545,23668323,
04/06/2021,Manipur,412336,70790,483126,
04/06/2021,Meghalaya,400160,74455,474615,
04/06/2021,Mizoram,271065,51215,322280,
04/06/2021,Nagaland,229598,52038,281636,
04/06/2021,Odisha,6700223,1498077,8198300,
04/06/2021,Puducherry,230476,51528,282004,
04/06/2021,Punjab,4412261,788913,5201174,
04/06/2021,Rajasthan,14288985,3190408,17479393,
04/06/2021,Sikkim,179775,59712,239487,
04/06/2021,Tamil Nadu,7783926,2085072,9868998,
04/06/2021,Telangana,5122466,1294817,6417283,
04/06/2021,Tripura,1123271,507979,1631250,
04/06/2021,Uttar Pradesh,16242637,3595560,19838197,
04/06/2021,Uttarakhand,2301283,686353,2987636,
04/06/2021,West Bengal,11789618,3930952,15720570,
04/06/2021,Miscellaneous,1724441,1475029,3199470,
04/06/2021,Total,181952338,45907979,227860317,
05/06/2021,Andaman and Nicobar Islands,111961,15222,127183,
05/06/2021,Andhra Pradesh,8215573,2572432,10788005,
05/06/2021,Arunachal Pradesh,294099,78600,372699,
05/06/2021,Assam,3466499,847751,4314250,
05/06/2021,Bihar,9077246,1839054,10916300,
05/06/2021,Chandigarh,302559,75096,377655,
05/06/2021,Chhattisgarh,5915463,1130671,7046134,
05/06/2021,Dadra and Nagar Haveli and Daman and Diu,196910,26060,222970,
05/06/2021,Delhi,4366392,1284915,5651307,
05/06/2021,Goa,467373,96246,563619,
05/06/2021,Gujarat,13900202,4285840,18186042,
05/06/2021,Haryana,5199851,1017889,6217740,
05/06/2021,Himachal Pradesh,2088829,434189,2523018,
05/06/2021,Jammu and Kashmir,2894604,564795,3459399,
05/06/2021,Jharkhand,3728811,738605,4467416,
05/06/2021,Karnataka,12190088,2861821,15051909,
05/06/2021,Kerala,8046801,2156608,10203409,
05/06/2021,Ladakh,140354,37306,177660,
05/06/2021,Lakshadweep,31303,6968,38271,
05/06/2021,Madhya Pradesh,10791179,1832494,12623673,
05/06/2021,Maharashtra,19251016,4771315,24022331,
05/06/2021,Manipur,421326,70916,492242,
05/06/2021,Meghalaya,402269,74461,476730,
05/06/2021,Mizoram,272303,51215,323518,
05/06/2021,Nagaland,229807,52039,281846,
05/06/2021,Odisha,6772575,1504884,8277459,
05/06/2021,Puducherry,234681,51628,286309,
05/06/2021,Punjab,4464974,792977,5257951,
05/06/2021,Rajasthan,14427646,3217034,17644680,
05/06/2021,Sikkim,179854,59713,239567,
05/06/2021,Tamil Nadu,7913888,2093048,10006936,
05/06/2021,Telangana,5260886,1301765,6562651,
05/06/2021,Tripura,1127414,508044,1635458,
05/06/2021,Uttar Pradesh,16607371,3627227,20234598,
05/06/2021,Uttarakhand,2337978,686962,3024940,
05/06/2021,West Bengal,12083132,3940815,16023947,
05/06/2021,Miscellaneous,1725285,1477310,3202595,
